,Title,List Author,Author(s),Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics,id
14,Imputed Liability for Supervising Prosecutors: Applying the Military Doctrine of Command Responsibility to Reduce Prosecutorial Misconduct [article],Adam M. Gershowitz,"Corn, Geoffrey S. (Cited 407 times); Gershowitz, Adam M. (Cited 516 times)","Berkeley Journal of Criminal Law, Vol. 14, Issue 2 (2010), pp. 395-438",14 Berkeley J. Crim. L. 395 (2009-2010),11,na,8,na,932
15,The Post-Riley Search Warrant: Search Protocols and Particularity in Cell Phone Searches [article],Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","Vanderbilt Law Review, Vol. 69, Issue 3 (April 2016), pp. 585-638",69 Vand. L. Rev. 585 (2016),7,2,34,na,932
16,Consolidating Local Criminal Justice: Should the Prosecutors Control the Jails [article],Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","Wake Forest Law Review, Vol. 51, Issue 3 (2016), pp. 677-704",na,7,na,24,na,932
17,"Seizing a Cell Phone Incident to Arrest: Data Extraction Devices, Faraday Bags, or Aluminum Foil as a Solution to the Warrantless Cell Phone Search Problem [article]",Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","William & Mary Bill of Rights Journal, Vol. 22, Issue 2 (December 2013), pp. 601-612",22 Wm. & Mary Bill Rts. J. 601 (2013-2014),7,na,20,na,932
18,An NTSB for Capital Punishment [article],Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","Texas Tech Law Review, Vol. 47, Issue 1 (Fall 2014), pp. 151-178",na,6,na,22,na,932
19,Is Texas Tough on Crime but Soft on Criminal Procedure [article],Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","American Criminal Law Review, Vol. 49, Issue 1 (Winter 2012), pp. 31-72",49 Am. Crim. L. Rev. 31 (2012),5,na,24,na,932
20,Rethinking the Timing of Capital Clemency [article],Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","Michigan Law Review, Vol. 113, Issue 1 (October 2014), pp. 1-56",113 Mich. L. Rev. 1 (2014-2015),4,na,18,na,932
21,Google Glass While Driving [article],Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","Arizona State Law Journal, Vol. 47, Issue 3 (Fall 2015), pp. 755-800",47 Ariz. St. L.J. 755 (2015),2,na,8,na,932
22,Delaware's Capital Jury Selection: Inadequate Voir Dire and the Problem of Automatic Death Penalty Jurors [article],Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","Delaware Law Review, Vol. 2, Issue 2 (1999), pp. 235-270",2 Del. L. Rev. 235 (1999),2,na,5,na,932
23,Post-Trial Plea Bargaining in Capital Cases: Using Conditional Clemency to Remove Weak Cases from Death Row [article],Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","Washington and Lee Law Review, Vol. 73, Issue 3 (Summer 2016), pp. 1359-1394",73 Wash. & Lee L. Rev. 1359 (2016),1,na,14,na,932
24,The Wire as a Gap-Filling Class on Criminal Law and Procedure [article],Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","Journal of Legal Education, Vol. 64, Issue 1 (August 2014), pp. 117-119",na,na,na,11,na,932
25,Get in the Game or Get out of the Way: Fixing the Politics of Death [comments],Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","Virginia Law Review in Brief, Vol. 94, pp. 51-56",na,na,na,na,na,932
26,Criminal-Justice Apps: A Modest Step toward Democratizing the Criminal Process [comments],Adam M. Gershowitz,"Gershowitz, Adam M. (Cited 516 times)","Virginia Law Review Online, Vol. 105, pp. 37-56",na,na,na,na,na,932
0,Dead Hand Arguments and Constitutional Interpretation [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Columbia Law Review , Vol. 108, Issue 3 (April 2008), pp. 606-680",108 Colum. L. Rev. 606 (2008),64,na,22,na,2435
1,"Government Secrets, Constitutional Law, and Platforms for Judicial Intervention [article]",Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","UCLA Law Review, Vol. 53, Issue 4 (April 2006), pp. 909-976",53 UCLA L. Rev. 909 (2005-2006),54,na,28,na,2435
2,Randomization in Adjudication [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","William and Mary Law Review, Vol. 51, Issue 1 (October 2009), pp. 1-86",51 Wm. & Mary L. Rev. 1 (2009-2010),52,na,26,na,2435
3,Gun Control after Heller: Threats and Sideshows from a Social Welfare Perspective [article],Adam M. Samaha,"Cook, Philip J. (Cited 332 times); Ludwig, Jens (Cited 204 times); Samaha, Adam M. (Cited 469 times)","UCLA Law Review , Vol. 56, Issue 5 (June 2009), pp. 1041-1094",na,43,4,69,na,2435
4,Regulation for the Sake of Appearance [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Harvard Law Review, Vol. 125, Issue 7 (May 2012), pp. 1563-1638",125 Harv. L. Rev. 1563 (2011-2012),43,na,24,na,2435
5,Undue Process [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Stanford Law Review, Vol. 59, Issue 3 (December 2006), pp. 601-672",59 Stan. L. Rev. 601 (December 2006),35,na,17,na,2435
6,Originalism's Expiration Date [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Cardozo Law Review, Vol. 30, Issue 3 (December 2008), pp. 1295-1368",30 Cardozo L. Rev. 1295 (2008-2009),29,na,na,na,2435
7,Unconstitutional Conditions Questions Everywhere: The Implications of Exit and Sorting for Constitutional Law and Theory [article],Adam M. Samaha,"Cox, Adam B. (Cited 840 times); Samaha, Adam M. (Cited 469 times)","Journal of Legal Analysis, Vol. 5, Issue 1 (Spring 2013), pp. 61-106",5 J. Legal Analysis 61 (2013),20,na,3,na,2435
8,Litigant Sensitivity in First Amendment Law [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Northwestern University Law Review, Vol. 98, Issue 4 (2004), pp. 1291-1372",98 Nw. U. L. Rev. 1291 (2003-2004),19,4,9,na,2435
9,On Law's Tiebreakers [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","University of Chicago Law Review, Vol. 77, Issue 4 (Fall 2010), pp. 1661-1738",77 U. Chi. L. Rev. 1661 (2010),17,2,11,na,2435
10,Endorsement Retires: From Religious Symbols to Anti-Sorting Principles [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Supreme Court Review, Vol. 2005, pp. 135-194",2005 Sup. Ct. Rev. 135 (2005),15,na,1,na,2435
11,Low Stakes and Constitutional Interpretation [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","University of Pennsylvania Journal of Constitutional Law, Vol. 13, Issue 2 (December 2010), pp. 305-336",na,11,na,4,na,2435
12,"Don't Ask, Must Tell - and Other Combinations [article]",Adam M. Samaha,"Samaha, Adam M. (Cited 469 times); Strahilevitz, Lior Jacob (Cited 1128 times)","California Law Review, Vol. 103, Issue 4 (August 2015), pp. 919-988",103 Calif. L. Rev. 919 (August 2015),10,3,13,na,2435
13,On the Problem of Legal Change [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Georgetown Law Journal, Vol. 103, Issue 1 (November 2014), pp. 97-156",103 Geo. L.J. 97 (2014-2015),9,na,14,na,2435
14,Judicial Oversight in Two Dimensions: Charting Area and Intensity in the Decisions of Justice Stevens [comments],Adam M. Samaha,"Danner, Allison Marston (Cited 444 times); Samaha, Adam Marcus (Cited 7 times)","Fordham Law Review, Vol. 74, Issue 4 (March 2006), pp. 2051-2080",na,7,na,1,na,2435
15,Talk about Taking about Constitutional Law [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","University of Illinois Law Review, Vol. 2012, Issue 3 (2012), pp. 783-800",na,6,na,1,na,2435
16,Starting with the Text - On Sequencing Effects in Statutory Interpretation and beyond [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Journal of Legal Analysis, Vol. 8, Issue 2 (Winter 2016), pp. 439-491",8 J. Legal Analysis 439 (2016),6,na,13,na,2435
17,Undue Process: Congressional Referral and Judicial Resistance in the Schiavo Controversy [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Constitutional Commentary, Vol. 22, Issue 3 (Winter 2005), pp. 505-528",na,5,na,1,na,2435
18,Looking over a Crowd - Do More Interpretive Sources Mean More Discretion [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","New York University Law Review, Vol. 92, Issue 2 (May 2017), pp. 554-[ii]",92 N.Y.U. L. Rev. 554 (2017),4,na,18,na,2435
19,Death and Paperwork Reduction [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Duke Law Journal, Vol. 65, Issue 2 (November 2015), pp. 279-344",65 Duke L.J. 279 (2015-2016),4,na,18,na,2435
20,Are Commercial Speech Cases Ideological: An Empirical Inquiry [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times); Germano, Roy (Cited 9 times)","William & Mary Bill of Rights Journal, Vol. 25, Issue 3 (March 2017), pp. 827-896",na,4,na,17,na,2435
21,What Good Is the Social Model of Disability [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","University of Chicago Law Review, Vol. 74, Issue 4 (Fall 2007), pp. 1251-1308",74 U. Chi. L. Rev. 1251 (2007),4,na,na,na,2435
22,"Levels of Generality, Constitutional Comedy, and Legal Design [article]",Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","University of Illinois Law Review, Vol. 2013, Issue 5 (2013), pp. 1733-1774",na,3,na,10,na,2435
23,Judicial Transparency in an Age of Prediction [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Villanova Law Review , Vol. 53, Issue 5 (2008), pp. 829-854",na,3,na,8,na,2435
24,Is the Second Amendment a Second-Class Right [article] *new*,Adam M. Samaha,"Samaha, Adam M. (Cited 469 times); Germano, Roy (Cited 9 times)","Duke Law Journal Online, Vol. 68, pp. 57-71",68 Duke L.J. Online 57 (2018-2019),3,na,na,na,2435
25,If the Text Is Clear - Lexical Ordering in Statutory Interpretation [article],Adam M. Samaha,"Samaha, Adam M. (Cited 469 times)","Notre Dame Law Review, Vol. 94, Issue 1 (November 2018), pp. 155-218",94 Notre Dame L. Rev. 155 (2018-2019),1,na,14,na,2435
26,"Judicial Ideology Emerges, at Last, in Second Amendment Cases [article]",Adam M. Samaha,"Samaha, Adam M. (Cited 469 times); Germano, Roy (Cited 9 times)","Charleston Law Review, Vol. 13, Issue 2 (Winter 2018), pp. 315-346",13 Charleston L. Rev. 315 (2018),na,na,na,na,2435
0,The Pleading Problem [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Stanford Law Review, Vol. 62, Issue 5 (May 2010), pp. 1293-1360",62 Stan. L. Rev. 1293 (May 2010),148,7,48,na,5691
1,What Is the Erie Doctrine - (and what does it mean for the contemporary Politics of Judicial Federalism) [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Notre Dame Law Review, Vol. 84, Issue 1 (November 2008), pp. 245-330",84 Notre Dame L. Rev. 245 (2008-2009),69,1,30,na,5691
2,The Irrepressible Myth of Celotex: Reconsidering Summary Judgment Burdens Twenty Years after the Trilogy [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Washington and Lee Law Review, Vol. 63, Issue 1 (Winter 2006), pp. 81-146",63 Wash. & Lee L. Rev. 81 (2006),51,na,14,na,5691
3,Reinventing Appellate Jurisdiction [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Boston College Law Review, Vol. 48, Issue 5 (November 2007), pp. 1237-1300",48 B.C. L. Rev. 1237 (2007),38,1,17,na,5691
4,"The Lay of the Land: Examining the Three Opinions in J. McIntyre Machinery, Ltd. v. Nicastro [article]",Adam Steinman,"Steinman, Adam N. (Cited 513 times)","South Carolina Law Review, Vol. 63, Issue 3 (Spring 2012), pp. 481-516",63 S. C. L. Rev. 481 (2011-2012),35,2,30,na,5691
5,Reconceptualizing Federal Habeas Corpus for State Prisoners: How Should AEDPA's Standard of Review Operate after Williams v. Taylor [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Wisconsin Law Review, Vol. 2001, Issue 6 (2001), pp. 1493-1540",2001 Wis. L. Rev. 1493 (2001),31,1,2,na,5691
6,Our Class Action Federalism: Erie and the Rules Enabling Act after Shady Grove [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Notre Dame Law Review, Vol. 86, Issue 3 (July 2011), pp. 1131-1180",na,28,na,15,na,5691
7,"Less Is More - Textualism, Intentionalism, and a Better Solution to the Class Action Fairness Act's Appellate Deadline Riddle [article]",Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Iowa Law Review, Vol. 92, Issue 4 (May 2007), pp. 1183-1236",92 Iowa L. Rev. 1183 (May 2007),19,1,6,na,5691
8,The End of an Era: Federal Civil Procedure after the 2015 Amendments [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Emory Law Journal, Vol. 66, Issue 1 (2016), pp. 1-54",66 Emory L.J. 1 (2016-2017),18,na,45,na,5691
9,"To Say What the Law Is: Rules, Results, and the Dangers of Inferential Stare Decisis [article]",Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Virginia Law Review, Vol. 99, Issue 8 (December 2013), pp. 1737-1810",99 Va. L. Rev. 1737 (2013),13,na,26,na,5691
10,The Rise and Fall of Plausibility Pleading [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Vanderbilt Law Review, Vol. 69, Issue 2 (March 2016), pp. 333-400",69 Vand. L. Rev. 333 (2016),12,na,28,na,5691
11,"Sausage-Making, Pigs' Ears, and Congressional Expansions of Federal Jurisdiction: Exxon Mobil v. Allapattah and Its Lessons for the Class Action Fairness Act [article]",Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Washington Law Review, Vol. 81, Issue 2 (May 2006), pp. 279-336",81 Wash. L. Rev. 279 (2006),12,na,8,na,5691
12,A Constitution for Judicial Lawmaking [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","University of Pittsburgh Law Review, Vol. 65, Issue 3 (Spring 2004), pp. 545-596",65 U. Pitt. L. Rev. 545 (2003-2004),10,na,8,na,5691
13,Atlantic Marine through the Lens of Erie [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Hastings Law Journal, Vol. 66, Issue 3 (2015), pp. 795-822",na,7,na,18,na,5691
14,The Meaning of McIntyre [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Southwestern Journal of International Law, Vol. 18, Issue 2 (2012), pp. 417-444",na,7,7,4,na,5691
15,Kryptonite for CAFA [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Review of Litigation, Vol. 32, Issue 4: Symposium (2013), pp. 649-690",32 Rev. Litig. 649 (2013),3,na,2,na,5691
16,"The Multiparty, Multiforum Trial Jurisdiction Act's Impact on Major Accident Litigation [article]",Adam Steinman,"McLaughlin, Thomas J. (Cited 6 times); Steinman, Adam N. (Cited 513 times)","Brief, Vol. 34, Issue 1 (Fall 2004), pp. 16-23",34 Brief 16 (2004-2005),1,1,na,na,5691
17,"Access to Justice, Rationality and Personal Jurisdiction [article]",Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Vanderbilt Law Review, Vol. 71, Issue 5 (October 2018), pp. 1401-1462",71 Vand. L. Rev. 1401 (2018),1,na,43,na,5691
18,Case Law [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Boston University Law Review, Vol. 97, Issue 6 (December 2017), pp. 1947-2010",97 B.U. L. Rev. 1947 (2017),1,na,44,na,5691
19,Lost in Transplantation: The Supreme Court's Post-Prudence Jurisprudence [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Vanderbilt Law Review En Banc, Vol. 70, pp. 289-300",70 Vand. L. Rev. En Banc 289 (2017),na,na,7,na,5691
20,A New Solution to an Old Problem: Section 1447(d) and Appellate Review of Remand Orders [reviews],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2011, pp. [217]-[218]",na,na,na,na,na,5691
21,Judicial Fact-Making [reviews],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2014, pp. [278]-[280]",na,na,na,na,na,5691
22,Fit to Be Tied [reviews],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2016, pp. [119]-[121]",na,na,na,na,na,5691
23,Comparative Avoidance [reviews],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2017, pp. [7]-[8]",na,na,na,na,na,5691
24,Human Rights Litigation and the States [reviews],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2018, pp. 1-2",na,na,na,37,na,5691
25,An Ounce of Prevention: Solving Some Unforeseen Problems with the Proposed Amendments to Rule 56 and the Federal Summary Judgement Process [article],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Northwestern University Law Review Colloquy, Vol. 103, pp. 230-241",103 Nw. L. Rev. Colloquy 230 (2008-2009),na,na,6,na,5691
26,Nonmajority Opinions and Biconditional Rules [article],Adam Steinman,"Steinman, Adam (Cited 513 times)","Yale Law Journal Forum, Vol. 128, pp. 1-21",128 Yale L.J. F. 1 (2018-2019),na,na,na,na,5691
27,When American Pipe Met Erie [reviews],Adam Steinman,"Steinman, Adam N. (Cited 513 times)","Jotwell: The Journal of Things We Like (Lots), Vol. 2019, pp. 1-2",na,na,na,na,na,5691
0,Envisioning the Modern American Fiscal State: Progressive-Eva Economists and the Intellectual Foundations of the U.S. Income Tax [article],Ajay K. Mehrotra,"Mehrotra, Ajay K. (Cited 123 times)","UCLA Law Review, Vol. 52, Issue 6 (August 2005), pp. 1793-1866",na,33,na,17,na,3050
1,From International Treaties to Internet Norms: The Evolution of International Trademark Disputes in the Internet Age [article],Ajay K. Mehrotra,"Halpern, Marcelo (Cited 22 times); Mehrotra, Ajay K. (Cited 123 times)","University of Pennsylvania Journal of International Economic Law, Vol. 21, Issue 3 (Fall 2000), pp. 523-562",21 U. Pa. J. Int'l Econ. L. 523 (2000),21,1,11,na,3050
2,"Lawyers, Guns, and Public Moneys: The U.S. Treasury, World War I, and the Administration of the Modern Fiscal State [article]",Ajay K. Mehrotra,"Mehrotra, Ajay K. (Cited 123 times)","Law and History Review, Vol. 28, Issue 1 (February 2010), pp. 173-226",na,8,na,4,na,3050
3,"American Economic Development, Managerial Corporate Capitalism, and the Institutional Foundations of the Modern Income Tax [article]",Ajay K. Mehrotra,"Mehrotra, Ajay K. (Cited 123 times)","Law and Contemporary Problems, Vol. 73, Issue 1 (Winter 2010), pp. 25-62",na,7,na,9,na,3050
4,"Online Dynamic Pricing: Efficiency, Equity and the Future of E-Commerce [article]",Ajay K. Mehrotra,"Weiss, Robert M. (Cited 21 times); Mehrotra, Ajay K. (Cited 123 times)","Virginia Journal of Law & Technology, Vol. 6, Issue 2 (Summer 2001), pp. 1-12",6 Va. J.L. & Tech. 1 (2001),7,na,152,na,3050
5,"Render unto Caesar...: Religious/Ethics, Expertise, and the Historical Underpinnings of the Modern American Tax System [article]",Ajay K. Mehrotra,"Mehrotra, Ajay K. (Cited 123 times)","Loyola University Chicago Law Journal, Vol. 40, Issue 2 (Winter 2009), pp. 321-368",40 Loy. U. Chi. L.J. 321 (2008-2009),6,na,5,na,3050
6,Reviving Fiscal Citizenship [reviews],Ajay K. Mehrotra,"Mehrotra, Ajay K. (Cited 123 times)","Michigan Law Review, Vol. 113, Issue 6 (April 2015), pp. 943-972",na,6,na,5,na,3050
7,The Public Control of Corporate Power: Revisiting the 1909 U.S. Corporate Tax from a Comparative Perspective [article],Ajay K. Mehrotra,"Mehrotra, Ajay K. (Cited 123 times)","Theoretical Inquiries in Law, Vol. 11, Issue 2 (July 2010), pp. 497-538",na,6,na,7,na,3050
8,Teaching Tax Stories [article],Ajay K. Mehrotra,"Mehrotra, Ajay K. (Cited 123 times)","Journal of Legal Education, Vol. 55, Issue 1 (2005), pp. 116-125",na,6,na,5,na,3050
9,"Law and the Other: Karl N. Llewellyn, Cultural Anthropology, and the Legacy of the Cheyenne Way [comments]",Ajay K. Mehrotra,"Mehrotra, Ajay K. (Cited 123 times)","Law & Social Inquiry , Vol. 26, Issue 3 (Summer 2001), pp. 741-776",na,5,na,8,na,3050
10,The Curious Beginnings of the Capital Gains Tax Preference [article],Ajay K. Mehrotra,"Mehrotra, Ajay K. (Cited 123 times); Ott, Julia C. (Cited 5 times)","Fordham Law Review, Vol. 84, Issue 6 (May 2016), pp. 2517-2536",na,5,na,20,na,3050
