,Cluster #,100 Clusters: ,200 Clusters: ,300 Clusters: ,400 Clusters: ,500 Clusters: ,600 Clusters: ,700 Clusters: ,800 Clusters: ,900 Clusters: 
200,200,na,na,['Soccer'],"['Limited Partnerships', 'Fiduciaries', 'Trusts']",['Judicial Review'],['Duress'],['Appropriations'],['Depositions'],"['Servitudes', 'Leases']"
201,201,na,na,"['Supremacy Clause', 'Consignment', 'Curfew', 'Equal Employment', 'Administrative Courts', 'Restorative Justice', 'Abandonment', 'Annexation', 'Courts']",['Sex Crimes'],['Nuclear Energy'],['Judgments'],['Financial Law'],['Bail'],['Superfund']
202,202,na,na,"['Concessions', 'Judicial Discretion', 'Foreign Investment', 'International Arbitration', 'Plaintiffs', 'Punitive Damages', 'International Relations', 'Injunctions', 'Soft Law', 'Vessels', 'Maintenance', 'Rebates', 'Democracy', 'Maritime Law', 'Judicial Process', 'Joinder', 'Forfeiture', 'Jurisdiction', 'Indictments', 'Corporate Officers', 'Redistricting', 'Judiciary', 'Medical Malpractice', 'Punishment', 'Products Liability Law', 'Fish and Game', 'Fire Insurance', 'Indigenous Peoples', 'Roman Law', 'Municipalities', 'Law of the Sea', 'Libel', 'Class Actions', 'Proof', 'Malpractice', 'Charter Schools', 'Labor Relations', 'Unfair Trade Practices', 'Binding Arbitration', 'Statutes of Repose', 'Equity', 'Non-Governmental Organizations (Ngos)', 'Defendants', 'Conflict of Laws', 'Industrial and Intellectual Property', 'Choice of Law', 'War Powers', 'Desegregation', 'Court Opinions', ""Workers' Compensation Law"", 'Congress', 'Summary Judgment', 'International Criminal Law', 'Plastic', 'Bills', 'Symbolic Speech', 'International Labor Law', 'Negligence', 'American Indians', 'Treaties', 'Administration of Justice', 'Scientific Research', 'Forum Non Conveniens', 'Pardons', 'Legal Positivism', 'Commercial Arbitration', 'Constitutional Amendment', 'Crimes', 'Full Faith and Credit', 'Diplomatic Protection', 'Law and Ethics', 'Res Judicata', 'Capacity', 'Academic Freedom', 'Proxies', 'African Union', 'Legislative Bodies', 'Railroads', 'Second Amendment', 'Agency', ""Victims' Rights"", 'Developing Countries', 'Federal Courts', 'Anthropology', 'Administrative Agencies', 'Interest Arbitration', 'Hanging', 'Veterans', 'Public Housing', 'Takeovers', 'Social Welfare', 'Reapportionment', 'Attorneys General', 'Merit Selection', 'Affirmative Action', 'Estoppel', 'Dispute Resolution', 'Tobacco', 'Comparative Law', 'Benefit Corporations', 'Cause of Action', 'Biography', 'Political Science', 'Rule of Law']",['Diplomacy'],['Mineral Resources'],['Mineral Law'],['Humanitarian Law'],['Checkpoints'],['Social Workers']
203,203,na,na,"['Mentally Retarded', 'Mentally Disabled', 'Capital Punishment']","['Genocide', 'Criminal Intent', 'Natural Law', 'Philosophy']",['Special Education'],['Juvenile Offenders'],['Intentional Infliction of Emotional Distress'],['Right to Bail'],['Waste Management']
204,204,na,na,"['Churches', 'Unemployment', 'Ecology', 'Urban Development', 'Federalism', 'Damages', 'Mortgages', 'Property', 'Commercial Law', 'Ballots', 'Liability', 'Permits', 'Research', 'Athletics', ""Attorneys' Fees"", 'Subcontractors', 'History', 'Alcohol', 'Mixed Legal Systems', 'Partition', 'State and Local Government Law', 'Trial by Jury', 'Jury Instructions', 'Socialism', 'Housing', 'Remedies']",['Zoning'],['Child Care'],['Groundwater'],['Aged'],['Tax Credits'],['Sex Trafficking']
205,205,na,na,['Databases'],['Right to Privacy'],"['Liquor', 'Legal Literature']",['Natural Resources Law'],['Sustainable Development'],['Three Strikes'],['Bail']
206,206,na,na,['Biotechnology'],['Imprisonment'],"['Computer Crime', 'Freedom of the Press', 'Whistleblowers', 'Espionage']",['Drones'],"['Age Discrimination', 'Collateral Source Rule', 'Age']",['Atomic Energy Law'],['Depositions']
207,207,na,na,['Interpretation and Construction'],['Restraint of Trade'],['Expert Witnesses and Scientific Evidence'],['Child Care'],['Fines'],['Military Personnel'],['Redevelopment']
208,208,na,na,"['Federal Rules of Civil Procedure', 'Witnesses', 'Discovery', 'Brokers']",['In Vitro Fertilization'],['Electronics'],['Globalization'],['Professional Sports'],['Limited Liability Companies'],['Copyrights and Trademarks']
209,209,na,na,['Writs'],"['Tortfeasors', 'Noneconomic Damages', 'Product Liability']","['Attachment and Garnishment', 'Execution']",['Deaf'],['Interrogatories'],['Fines'],['Tax Relief']
210,210,na,na,"['Pipelines', 'Oil', 'Procedure']","['S Corporations', 'Nominations']","['Mutual Funds', 'Casinos', 'Securities']","['Employment-At-Will', 'National Guard', 'Public Enterprises', 'Covenants', 'National Defense', 'Candidates', 'Discipline', 'Campaign Finance', 'Information Privacy', 'Business Organizations']",['Clean Energy'],['Clean Energy'],"[""Victims' Compensation""]"
211,211,na,na,['Brownfields'],['Biotechnology'],['Pregnancy'],['Mineral Resources'],['Mineral Law'],['Humanitarian Law'],['Firefighters']
212,212,na,na,"['Public Safety', 'Disability Law']","['Military Service', 'War and Peace']","['Deceit', 'Administrative Law Judges', 'Takeovers', 'Structured Settlements', 'Statistics']",['Television'],['Son of Sam Laws'],['Civil Law'],['Forgery']
213,213,na,na,['Engineers'],['Sociology'],"['Censorship', 'Traffic Accidents', 'Attorneys', 'Automobile Insurance', 'Legal Malpractice']",['Eighth Amendment'],['Special Education'],['Natural Resources Law'],['Computers']
214,214,na,na,"['Sound Recordings', 'Music']","['Fishing', 'Animal Welfare', 'Rivers', 'Disasters']",['Long-Term Care'],"['Public Defenders', 'Demography', 'Intoxication', 'Provocation', ""Drivers' Licenses"", 'Determinate Sentencing', 'Narcotics', 'Government Contracts', 'Criminal Law and Procedure']",['Usufruct and Use'],['Trees'],"[""Workers' Participation in Management"", 'Work Environment']"
215,215,na,na,['Commander in Chief'],['Public Safety'],['Marine Resources'],"['Nuclear Waste', 'Alimony', 'Law and Society']",['Juvenile Offenders'],['Reproduction'],['False Statements']
216,216,na,na,['Corporations: Directors'],"['Public Records', 'Sound Recordings']","['Genocide', 'Criminal Intent', 'Natural Law', 'Philosophy']",['Construction Industry'],['Drug Abuse'],['Appropriations'],['Stem Cells']
217,217,na,na,['Weapons'],"['Practice of Medicine', 'Breast Cancer', 'Brain Death', 'Medical Care', 'Living Wills', 'Prescription Drugs', 'Data Mining']",['Good Samaritans'],"['Right to Treatment', 'Patients']","['Nuclear Waste', 'Education', 'Alimony', 'Law and Society']","['Court of Justice of the European Union', 'Court Records']",['Checkpoints']
218,218,na,na,['Right to Farm'],['Good Samaritans'],"['Representative Government', 'Domestic Partnerships', 'Equal Rights', 'Women']",['Insurance: Liability'],['Computer Programs'],['Financial Law'],['and Exemptions']
219,219,na,na,"['Liquidation', 'Trees']",['Brownfields'],"['Credit Cards', 'Credit']",['Weapons'],['Misconduct'],['Computer Programs'],['Search Warrants']
220,220,na,na,"['Foreign Banks', 'S Corporations', 'Nominations', 'Stamps', 'Safe Harbor']","['Cy Pres', 'Animal Law', 'Philanthropy', 'Estate Planning']",['Law'],"['Disclaimers', 'Probate', 'Polygamy', 'Breach of Contract']","['Limited Partnerships', 'Fiduciaries', 'Trusts']","['International Disputes', 'World Trade Organization']",['Tax Credits']
221,221,na,na,['Law'],"['Pleadings', 'Civil Disobedience', 'Constitutional History', 'Environmental Policy']",['Chemicals'],['Family Planning'],['Presidency'],['Reverse Engineering'],['Timber']
222,222,na,na,"['Foreign Judgments', 'International Finance', 'Birth Certificates', 'Assisted Suicide', 'Defenses', 'Law and Economics', 'Accounting', 'Jewish Law']","['Mentally Retarded', 'Mentally Disabled']","['International Disputes', 'World Trade Organization']","['Beer', 'Wrongful Death', 'Death']","['International Disputes', 'World Trade Organization']",['Cloning'],['Conflict of Interest']
223,223,na,na,"['Insurance: Liability', 'Equal Access to Justice', 'Farmworkers', 'Diseases', 'Indemnification', 'Insurance']",['Long-Term Care'],"['Insurance: Liability', 'Equal Access to Justice', 'Farmworkers', 'Diseases', 'Indemnification', 'Insurance']",['Electronics'],['Groundwater'],['Son of Sam Laws'],['Military Personnel']
224,224,na,na,['Good Samaritans'],"['Controlled Substances', 'Human Trafficking', 'Right to Jury Trial', 'Freedom of Movement', 'Felony Murder', 'Manslaughter', 'Alcoholic Beverages', 'Felons', 'Parental Rights Termination', 'Grand Juries', 'Juvenile Courts']",['Weapons'],['Nuclear Energy'],['Predatory Lending'],['Cell Phones'],['Clean Energy']
225,225,na,na,['Real Estate'],"['Appellate Courts', 'Marine Resources', 'Asbestos', 'Scientific Evidence', 'Price Fixing', 'The', 'State', 'International Economic Law', 'Aircraft']","['Wetlands', 'Conservation', 'Takings Clause', 'Easements', 'Endangered Species', 'Transportation', 'Biodiversity', 'Fisheries', 'Reciprocity', 'Agriculture', 'Permits', 'Environmental Protection', 'Natural Resources', 'State and Local Government Law']",['Oil and Gas Law'],['Soccer'],['Soccer'],['Civil Law']
226,226,na,na,['Titles'],"['Negotiable Instruments', 'Industrial Accidents', 'Common Law']","['Consignment', 'Curfew', 'Equal Employment', 'Restorative Justice', 'Abandonment', 'Annexation', 'Courts']","['Due Process of Law', 'Advisory Opinions']",['Natural Resources Law'],['Aged'],['Financial Law']
227,227,na,na,"['Software', 'Stocks']","['Citizen Suit', 'Clemency', 'Freedom of Religion', 'Penology', 'Insanity', 'Life Insurance']","['Indigents', 'Medical Care', 'Living Wills']",['Restraint of Trade'],['Judgments'],['Special Education'],"['Representative Government', 'Domestic Partnerships', 'Equal Rights', 'Women']"
228,228,na,na,['Homes'],"['Federal Rules of Civil Procedure', 'Witnesses', 'Discovery', 'Brokers']",['Parole'],"['Rivers', 'Disasters']","['Right to Treatment', 'Patients']",['Money Laundering'],['Sustainable Development']
229,229,na,na,['Judicial Review'],"['Local Government', 'Teachers', 'Public Employees']",['Minorities'],"['Limited Partnerships', 'Fiduciaries', 'Trusts']","['Employment-At-Will', 'National Guard', 'Public Enterprises', 'Covenants', 'National Defense', 'Candidates', 'Discipline', 'Campaign Finance', 'Information Privacy', 'Business Organizations']",['Brownfields'],['Atomic Energy Law']
230,230,na,na,"['Conditional Sales', 'Fetal Experimentation', 'Reproductive Technology', 'Marital Status', 'Paternity']",['Corporations: Directors'],"['Military Service', 'War and Peace']","['Genocide', 'Criminal Intent', 'Natural Law', 'Philosophy']",['Eighth Amendment'],['Juvenile Offenders'],['Farmland']
231,231,na,na,"['Credit Cards', 'Credit']","['Wetlands', 'Dams', 'Conservation', 'Takings Clause', 'Easements', 'Endangered Species', 'Wildlife', 'Transportation', 'Biodiversity', 'Fisheries', 'Water Law', 'Reciprocity', 'Foreign Affairs', 'Environmental Protection', 'Natural Resources', 'Creditors', 'Duty to Warn', 'Administration Law']",['Disability Law'],"['Negotiable Instruments', 'Industrial Accidents', 'Common Law']",['Television'],['Expert Witnesses'],['Interrogatories']
232,232,na,na,"['Air and Space Law', 'Fourth Amendment']","['Warranties', 'Technology']","['Sex Education', 'Punishment', 'Gay Men and Lesbians', 'Defendants', 'Sociological Jurisprudence', 'Capacity', 'Ultra Vires']","['Representative Government', 'Domestic Partnerships', 'Equal Rights', 'Women']",['Child Care'],['Mineral Law'],['Reverse Engineering']
233,233,na,na,"['Eminent Domain', 'Videotapes', 'Fees', 'Environmental Justice', 'Legal Representation', 'Economic Development']","['Just Compensation', 'Electronic Commerce', 'Hijacking', 'Genetics', 'Right of Publicity', 'Indian Law', 'Labor Relations', 'Video Games', 'Industrial and Intellectual Property', 'Counterfeiting', 'Intellectual Property Law', 'International Criminal Law', 'Multinational Corporations', 'Antitrust', 'Assignments', 'Political Speech', 'Trade Regulation', 'Medical Devices', 'Publicity', 'Licensing', 'Disclosure Laws', 'Names', 'Intellectual Property', 'Nanotechnology', 'Tobacco', 'Cause of Action']","['Pleadings', 'Civil Disobedience', 'Constitutional History']",['Interpretation and Construction'],"['Due Process of Law', 'Advisory Opinions']",['Trademarks'],['Son of Sam Laws']
234,234,na,na,"['Fishing', 'Animal Welfare', 'Rivers', 'Disasters']",['Writs'],['Restraint of Trade'],['Holding Companies'],['Deaf'],"['Representative Government', 'Domestic Partnerships', 'Equal Rights', 'Women']",['Fines']
235,235,na,na,"['Criminology', 'Settlements']","['Censorship', 'Unemployment Insurance', 'Traffic Accidents', 'Expungement', ""Workers' Compensation"", 'Disability Insurance', 'Property Insurance', 'Reinsurance', 'Deposit Insurance', 'Automobile Insurance', 'Legal Malpractice']",['Zoning'],['Zoning'],['Electronics'],['Eighth Amendment'],['Cell Phones']
236,236,na,na,['Asylum'],['Parking'],"['Model Business Corporation Act', 'Insider Trading']","['Child Support', 'Automobiles']",['Liquidation'],['Television'],['Aged']
237,237,na,na,"['Handguns', 'Kidnapping', 'Endangerment', 'Necessity Defense', 'Constitutional Rights', 'Aged', 'Right to Counsel', 'Controlled Substances', 'Post-Conviction Remedies', 'Indigents', 'Bribery', 'Intercollegiate Athletics', 'Human Trafficking', 'Right to Jury Trial', 'Model Penal Code', 'Law Enforcement and Corrections', 'Sentencing', 'Verdicts', 'Criminal Act', 'Treason', 'Child Pornography', 'Freedom of Movement', 'Alcoholic Beverages', 'Parental Rights Termination', 'Grand Juries', 'Drug Trafficking', 'Criminal Procedure', 'Aliens']",['Right to Farm'],['Judgments'],['Long-Term Care'],['Drones'],['Renewable Energy'],['Humanitarian Law']
238,238,na,na,['Parking'],['Weapons'],['Writs'],['Unemployment'],"['Negotiable Instruments', 'Industrial Accidents', 'Common Law']","['Limited Partnerships', 'Fiduciaries', 'Trusts']",['Soccer']
239,239,na,na,"['Public Land', 'Waste Disposal', 'Interstate Compacts', 'Tort Claims']","['Political Activity', 'Primaries', 'Uniform Trade Secrets Act', 'Background Checks', 'Identity Theft', 'Duty of Loyalty', 'Tax Returns']",['Colleges and Universities'],['Minorities'],['Mineral Resources'],['Strict Liability'],['Declaratory Judgments']
240,240,na,na,"['Habeas Corpus', 'Governors']",['Parole'],"['Stem Cell Research', 'Physicians', 'Medicaid', 'Medical Jurisprudence', 'Domestic Relations', 'Health Insurance', 'Child Support', 'Disability', 'Social Justice', 'Family Law', 'Health Care Providers', 'Presumptions', 'Fourteenth Amendment', 'Protective Orders', 'Eviction', 'Public Health', 'Health Law and Policy', 'Human Experimentation', 'Liberty']",['Expert Witnesses'],"['Representative Government', 'Domestic Partnerships', 'Equal Rights', 'Women']",['Groundwater'],['Computer Programs']
241,241,na,na,"['Uniform Laws', 'Annuities']","['Internet', 'Radio and Cable Transmission', 'Copyright']",['Holding Companies'],"['The', 'State', 'International Economic Law']",['Peacekeeping Forces'],['Sustainable Development'],"['International Disputes', 'World Trade Organization']"
242,242,na,na,"['Legal Systems', 'Pollution']","['Pesticides', 'Small Businesses', 'Federal Trade Commission', 'Medical Records', 'Records', 'Exterritoriality', 'Radio', 'Carriers', 'Confidential Communications', 'Court of Justice of the European Union', 'Broadband', 'Court Records', 'Oral Argument', 'Repatriation', 'Medicare', 'Employees', 'Legal Aid', 'Inventions', 'Libraries', 'Social Networks', 'Mandates']","['Tortfeasors', 'Noneconomic Damages', 'Product Liability']","['Pleadings', 'Civil Disobedience', 'Constitutional History']","['Drunk Driving', 'Alcohol', 'Dram Shop Laws', 'Court Procedure', 'Social Host Liability']",['Deaf'],['Cloning']
243,243,na,na,"['Land Use Planning', 'Airports', 'Takings', 'Nuisance']","['Limited Liability Companies', 'Probate Law']","['Eminent Domain', 'Videotapes', 'Fees', 'Environmental Justice']","['Warranties', 'Technology']","['Public Defenders', 'Demography', 'Intoxication', 'Provocation', ""Drivers' Licenses"", 'Determinate Sentencing', 'Narcotics', 'Government Contracts', 'Criminal Law and Procedure']",['Mineral Resources'],['Family Planning']
244,244,na,na,['Debtors and Creditors'],"['Land Use Planning', 'Airports', 'Takings']",['Databases'],"['Foreign Law', 'Dram Shop Laws', 'Diplomatic Privileges and Immunities', 'Social Host Liability', 'Court Rules']",['Construction Industry'],['Intentional Infliction of Emotional Distress'],['Mineral Law']
245,245,na,na,"['Handicapped', 'Imprisonment', 'Cruel and Unusual Punishment']",['Engineers'],"['Pets', 'Communications Law']",['Colleges and Universities'],"['Mutual Funds', 'Casinos', 'Securities']",['Child Care'],"['Livestock', 'Sexual Abuse', 'Climate Change']"
