,First Name,Last Name,School,Fuzz 1,Fuzz 2,Fuzz 3,Name 1,Name 2,Name 3,School 1,School 2,School 3
613,Richard T.,Sakai,San Francisco ,69,69,67,Richard Saver,Richard Saver,Richard Parker,University of North Carolina School of Law,University of North Carolina School of Law,University of Connecticut School of Law
614,Rachael E.,Salcido,McGeorge ,91,91,60,Rachael Salcido,Rachael Salcido,Rafael Pardo,"University of the Pacific, McGeorge School of Law","University of the Pacific, McGeorge School of Law",Emory University School of Law
615,O.J.,Salinas,Univ. of North Car. ,55,52,52,John Swain,W. Williams,John Sprankling,The University of Arizona James E. Rogers College of Law,The University of Richmond School of Law,"University of the Pacific, McGeorge School of Law"
616,Prof S.,Salinas,Texas Southern ,50,50,50,Peter Simmons,Carol Collins,Alvaro Santos,Rutgers Law School,University of Tennessee College of Law,Georgetown University Law Center
617,Tuan N.,Samahon,Villanova ,89,67,58,Tuan Samahon,Susan Salmon,Dan Simon,Villanova University Charles Widger School of Law,The University of Arizona James E. Rogers College of Law,University of Southern California Gould School of Law
618,Shaakirrah,Sanders,Idaho ,100,62,61,Shaakirrah Sanders,Richard Sander,Karla McKanders,University of Idaho College of Law,"University of California, Los Angeles School of Law",Vanderbilt University Law School
619,Sarath,Sanga,Northwestern ,82,72,64,Sarah Song,Sarah Harding,Sarah Cravens,"University of California, Berkeley School of Law","Chicago-Kent College of Law, Illinois Institute of Technology",University of Akron School of Law
620,Tommy,Sangchompuphen,Lincoln ,54,50,48,Thomas Schoenbaum,Tom Campbell,Robert Schopp,The George Washington University Law School,Chapman University Dale E. Fowler School of Law,University of Nebraska College of Law
621,Veronica Aoki,Santarosa,Michigan ,88,55,51,Veronica Santarosa,Veronica Martinez,Ann McGonigle Santos,The University of Michigan Law School,Notre Dame Law School,Suffolk University Law School
622,Michael A.,Satz,Idaho ,89,77,77,Michael Satz,Michael Schwartz,Michael Schwartz,University of Idaho College of Law,"University of the Pacific, McGeorge School of Law","University of the Pacific, McGeorge School of Law"
623,Leticia,Saucedo,UC Davis,67,62,56,Leticia Diaz,Leila Sadat,Patricia Bradford,Barry University Dwayne O. Andreas School of Law,Washington University in St. Louis School of Law,Marquette University Law School
624,Miguel,Schor,Drake ,100,69,64,Miguel Schor,Michael Scharf,Michael Scott,Drake University Law School,Case Western Reserve University School of Law,Southwestern Law School
625,Sean M.,Scott,Loyola. Los Angeles ,87,70,70,Sean Scott,Ryan Scott,Ryan Scott,"Loyola Law School, Los Angeles",Indiana University Maurer School of Law,Indiana University Maurer School of Law
626,Wendy B.,Scott,Elon ,67,67,64,Wendy Bach,Sean Scott,Helen Scott,University of Tennessee College of Law,"Loyola Law School, Los Angeles",New York University School of Law
627,Judith A.,Scully,Stetson ,71,57,53,Judith McMullen,Judith Areen,Judith Younger,Marquette University Law School,Georgetown University Law Center,University of Minnesota Law School
628,Joshua,Sellers,Ariz. state ,76,74,71,Joshua Dressler,Joshua Bowers,Joshua Fershee,"The Ohio State University, Michael E. Moritz College of Law",University of Virginia School of Law,Creighton University School of Law
629,Theodore P.. Loyola,Seto,Los Angeles ,70,55,54,Theodore Seto,D. Theodore Rave,Theodore Sims,"Loyola Law School, Los Angeles",University of Houston Law Center,Boston University School of Law
630,Sean B.,Seymore,Vanderbilt ,89,67,59,Sean Seymore,Malinda Seymore,Sean O'Brien,Vanderbilt University Law School,Texas A&M University School of Law,University of Missouri-Kansas City School of Law
631,Butler D.,Shaffer,Southwestern ,62,58,57,Gregory Shaffer,Paula Schaefer,Peter Shane,"University of California, Irvine School of Law",University of Tennessee College of Law,"The Ohio State University, Michael E. Moritz College of Law"
632,Bijal,Shah,Ariz. state ,61,58,58,Brian Shannon,Michael Scharf,Brian Sheppard,Texas Tech University School of Law,Case Western Reserve University School of Law,Seton Hall University School of Law
633,Hina,Shah,Golden Gale ,70,60,60,Ragini Shah,Pnina Lahav,Linda Smith,Suffolk University Law School,Boston University School of Law,"University of Utah, S. J. Quinney College of Law"
634,Ragini N.,Shah,Suffolk ,88,50,50,Ragini Shah,Darien Shanske,Daniel Shaviro,Suffolk University Law School,"University of California, Davis, School of Law",New York University School of Law
635,Fadi,Shaheen,Rutgers ,67,67,61,Francis Shen,Francis Shen,Ragini Shah,University of Minnesota Law School,University of Minnesota Law School,Suffolk University Law School
636,Jamelle C.,Sharpe,Illinois ,90,59,58,Jamelle Sharpe,James Chen,Dale Carpenter,University of Illinois College of Law,Michigan State University College of Law,"Southern Methodist University, Dedman School of Law"
637,Anna W.,Shavers,Nebraska ,89,60,59,Anna Shavers,Ann Woolhandler,Anna Roberts,University of Nebraska College of Law,University of Virginia School of Law,Seattle University School of Law
638,Francis X.,Shen,Minnesota ,89,89,65,Francis Shen,Francis Shen,Francis McGovern,University of Minnesota Law School,University of Minnesota Law School,Duke University School of Law
639,Christal,Sheppard,Nebraska ,77,65,62,Brian Sheppard,Christina Sautter,Chris Sagers,Seton Hall University School of Law,"Louisiana State University, Paul M. Hebert Law Center",Cleveland-Marshall College of Law at Cleveland State University
640,Patrick S.,Shin,Suffolk ,89,62,62,Patrick Shin,Patrick Keenan,Patricia White,Suffolk University Law School,University of Illinois College of Law,University of Miami School of Law
641,Florence B.,Shu-Acquaye,Nova Southeastern ,49,46,46,Lawrence Sager,Francis Shen,Florencia Marotta-Wurgler,The University of Texas School of Law,University of Minnesota Law School,New York University School of Law
642,Gregory M.,Silverman,Seattle ,92,74,67,Gregory Silverman,Gregory Germain,Gregory Stein,Seattle University School of Law,Syracuse University College of Law,University of Tennessee College of Law
643,Wenona T.,Singel,Mich state ,90,58,55,Wenona Singel,Jonathan Siegel,Wentong Zheng,Michigan State University College of Law,The George Washington University Law School,University of Florida Fredric G. Levin College of Law
644,Anika,Singh Lemar,Yale ,56,56,55,Monica Eppinger,Amelia Rinehart,Linda Simard,Saint Louis University School of Law,"University of Utah, S. J. Quinney College of Law",Suffolk University Law School
645,Shirin,Sinnar,Stanford ,59,59,58,Sabrina Safrin,Sabrina Safrin,Brian Quinn,Rutgers Law School,Rutgers Law School,Boston College Law School
646,Matiangai,Sirleaf,Pittsburgh ,57,57,56,Diana Sclar,Diana Sclar,Martin Brinkley,Rutgers Law School,Rutgers Law School,University of North Carolina School of Law
647,Ganesh,Sitaraman,Vanderbilt ,100,62,61,Ganesh Sitaraman,James Salzman,Guhan Subramanian,Vanderbilt University Law School,"University of California, Los Angeles School of Law",Harvard Law School
648,H.T.,Smith,Florida Int’l ,67,67,67,Terry Smith,Henry Smith,Henry Smith,DePaul University College of Law,Harvard Law School,Harvard Law School
649,Nareissa,Smith,North Car. Central ,75,72,69,Lars Smith,James Smith,Ernest Smith,"University of Louisville, Louis D. Brandeis School of Law",University of Georgia School of Law,The University of Texas School of Law
650,Peggie,Smith,Wash. St. Louis,100,78,72,Peggie Smith,Peter Smith,Deirdre Smith,Washington University in St. Louis School of Law,The George Washington University Law School,University of Maine School of Law
651,Terry,Smith,DePaul ,100,82,82,Terry Smith,Henry Smith,Henry Smith,DePaul University College of Law,Harvard Law School,Harvard Law School
652,Daniel,Sokol,Univ. of Florida ,100,80,80,Daniel Sokol,Daniel Solove,Daniel Conkle,University of Florida Fredric G. Levin College of Law,The George Washington University Law School,Indiana University Maurer School of Law
653,Gemma,Solimene,Fordham ,60,57,57,Michael Solimine,Rayman Solomon,Rayman Solomon,University of Cincinnati College of Law,Rutgers Law School,Rutgers Law School
654,Sarah,Song,UC Berkeley,100,73,73,Sarah Song,Sarah Gordon,Sarah Boonin,"University of California, Berkeley School of Law",University of Pennsylvania Law School,Suffolk University Law School
655,Avani Mehta,Sood,UC Berkeley,57,55,55,Daniel Sokol,Daniel Solove,Ajay Mehrotra,University of Florida Fredric G. Levin College of Law,The George Washington University Law School,Northwestern University Pritzker School of Law
656,Girardeau A.,Spann,Georgetown ,91,55,53,Girardeau Spann,Richard Neumann,Barbara Spellman,Georgetown University Law Center,Maurice A. Deane School of Law at Hofstra University,University of Virginia School of Law
657,DeCarlous Y.,Spearman,Texas Southern ,57,55,53,Douglas Berman,Carl Coleman,Louis Seidman,"The Ohio State University, Michael E. Moritz College of Law",Seton Hall University School of Law,Georgetown University Law Center
658,A. Benjamin,Spencer,Univ. of Va. ,100,67,67,A. Benjamin Spencer,Benjamin Sachs,Benjamin Sachs,University of Virginia School of Law,Harvard Law School,Harvard Law School
659,Mai Linh,Spencer,UC. Hastings ,64,63,60,David Spence,A. Benjamin Spencer,Maxine Eichner,The University of Texas School of Law,University of Virginia School of Law,University of North Carolina School of Law
660,Carla,Spivack,Oklahoma City ,62,62,62,Charles Sullivan,Carol Steiker,Carol Steiker,Seton Hall University School of Law,Harvard Law School,Harvard Law School
661,Jayashri,Srikantiah,Stanford ,57,57,56,Jayanth Krishnan,Jayanth Krishnan,Jayesh Rathod,Indiana University Maurer School of Law,Indiana University Maurer School of Law,"American University, Washington College of Law"
662,Daiquiri J.,Steele,Alabama ,56,55,52,David Stebenne,David Skeel,Beau Steenken,"The Ohio State University, Michael E. Moritz College of Law",University of Pennsylvania Law School,University of Kentucky College of Law
663,Michalyn,Steele,Brigham Young ,100,73,71,Michalyn Steele,Michael Sturley,Michael Selmi,"Brigham Young University, J. Reuben Clark Law School",The University of Texas School of Law,The George Washington University Law School
664,Corneill A.,Stephens,Georgia state ,61,61,53,Beth Stephens,Beth Stephens,Matthew Stephenson,Rutgers Law School,Rutgers Law School,Harvard Law School
665,Randolph Noel,Stone,Univ. of Chicago ,58,58,58,Randolph McLaughlin,Ralph Folsom,Rachel Stern,Pace University Elisabeth Haub School of Law,University of San Diego School of Law,"University of California, Berkeley School of Law"
666,Rick,Su,Buffalo ,100,100,60,Rick Su,Rick Su,Rick Swedloff,University of North Carolina School of Law,University of North Carolina School of Law,Rutgers Law School
667,Lauren,Sudeall,Georgia state ,71,69,69,Lauren Edelman,Lauren Robel,Lauren Robel,"University of California, Berkeley School of Law",Indiana University Maurer School of Law,Indiana University Maurer School of Law
668,Robert E.,Suggs,Maryland ,69,69,67,Robert Rigg,Robert Bush,Robert Burns,Drake University Law School,Maurice A. Deane School of Law at Hofstra University,Northwestern University Pritzker School of Law
669,Neel,Sukhatme,Georgetown ,58,57,54,Peter Shane,Noel Cunningham,Nicola Sharpe,"The Ohio State University, Michael E. Moritz College of Law",New York University School of Law,University of Illinois College of Law
670,Christian Brook,Sundquist,Albany ,86,62,59,Christian Sundquist,Christian Johnson,Catherine Brooks,Albany Law School,Widener University Commonwealth Law School,Creighton University School of Law
671,Victoria,Sutton,Texas Tech ,100,76,67,Victoria Sutton,Victoria Plaut,Victoria Nourse,Texas Tech University School of Law,"University of California, Berkeley School of Law",Georgetown University Law Center
672,Carol,Suzuki,New Mexico ,64,64,59,Carol Steiker,Carol Steiker,Carolyn Shapiro,Harvard Law School,Harvard Law School,"Chicago-Kent College of Law, Illinois Institute of Technology"
673,Jon H.,Sylvester,Golden Gate ,67,55,54,John Setear,John Weistart,John Myers,University of Virginia School of Law,Duke University School of Law,"University of the Pacific, McGeorge School of Law"
674,Imre S.,Szalai,Loyola New Orl.,52,52,48,James Salzman,Irene Calboli,Andrew Spalding,"University of California, Los Angeles School of Law",Texas A&M University School of Law,The University of Richmond School of Law
675,Phyllis C.,Taite,Florida A&M ,65,56,53,Phyllis Crocker,Phyllis Goldfarb,Sheryll Cashin,University of Detroit Mercy School of Law,The George Washington University Law School,Georgetown University Law Center
676,Shauhin A.,Talesh,Cal Irvine,90,56,56,Shauhin Talesh,Shyamkrishna Balganesh,Shauna Marshall,"University of California, Irvine School of Law",University of Pennsylvania Law School,"University of California, Hastings College of the Law"
677,Yvonne A.,Tamayo,Willamette ,55,54,52,Winnie Taylor,Anne Traum,Lynne Rambo,Brooklyn Law School,"University of Nevada, Las Vegas, William S. Boyd School of Law",Texas A&M University School of Law
678,Karen,Tani,UC Berkeley,100,73,73,Karen Tani,Karen Tokarz,Karen Jordan,"University of California, Berkeley School of Law",Washington University in St. Louis School of Law,"University of Louisville, Louis D. Brandeis School of Law"
679,Bonny L.,Tavares,Temple ,55,52,52,Johnny Parker,Donna Davis,Brandon Quarles,The University of Tulsa College of Law,University of Mississippi School of Law,Baylor University School of Law
680,Aaron,Taylor,St. Louis ,100,78,67,Aaron Taylor,John Taylor,Amanda Tyler,Saint Louis University School of Law,West Virginia University College of Law,"University of California, Berkeley School of Law"
681,Monica,Teixeira de Sousa,New England Law Boston ,59,51,49,Michael Sousa,Monica Eppinger,Monica Hakimi,University of Denver Sturm College of Law,Saint Louis University School of Law,The University of Michigan Law School
682,Joseph,Thai,Univ. of Oklahoma ,100,83,76,Joseph Thai,Joseph Tomain,Joseph Raz,University of Oklahoma College of Law,University of Cincinnati College of Law,Columbia Law School
683,Sherod,Thaxton,U.C.L.A. ,100,59,54,Sherod Thaxton,Sheri Johnson,Thomas Eaton,"University of California, Los Angeles School of Law",Cornell Law School,University of Georgia School of Law
684,Alice M.,Thomas,Howard ,74,59,59,Julie Thomas,Tracy Thomas,Alice Kaswan,Drake University Law School,University of Akron School of Law,University of San Francisco School of Law
685,Sherri N.,Thomas,New Mexico ,62,62,59,George Thomas,George Thomas,Suja Thomas,Rutgers Law School,Rutgers Law School,University of Illinois College of Law
686,Suja A.,Thomas,Illinois ,88,62,62,Suja Thomas,Tracy Thomas,Julie Thomas,University of Illinois College of Law,University of Akron School of Law,Drake University Law School
687,Cassandra L.,Thomas Roberts,North Car. Central ,74,57,56,Cassandra Robertson,Sandra Thompson,Alasdair Roberts,Case Western Reserve University School of Law,University of Houston Law Center,Suffolk University Law School
688,Dana A.,Thompson,Michigan ,77,67,67,Sandra Thompson,Mikah Thompson,Mikah Thompson,University of Houston Law Center,University of Missouri-Kansas City School of Law,University of Missouri-Kansas City School of Law
689,Mikah K.,Thompson,Mo.-Kan. City ,90,90,65,Mikah Thompson,Mikah Thompson,Larry Thompson,University of Missouri-Kansas City School of Law,University of Missouri-Kansas City School of Law,University of Georgia School of Law
690,Veronica T.,Thronson,Mich. State ,63,59,59,Veronica Santarosa,Franita Tolson,David Thronson,The University of Michigan Law School,University of Southern California Gould School of Law,Michigan State University College of Law
691,India,Thusi,Cal. Western ,56,56,55,Randall Thomas,Kendall Thomas,Linda Sugin,Vanderbilt University Law School,Columbia Law School,Fordham University School of Law
692,Jan C.,Ting,Temple ,84,61,60,Jan Ting,Janie Chuang,John King,"Temple University, James E. Beasley School of Law","American University, Washington College of Law",Washington and Lee University School of Law
693,Daniel P.,Tokaji,Ohio state ,90,64,62,Daniel Tokaji,Daniel Sokol,Daniel Conkle,"The Ohio State University, Michael E. Moritz College of Law",University of Florida Fredric G. Levin College of Law,Indiana University Maurer School of Law
694,Annette,Torres,Miami ,67,67,67,Arturo Torres,Annette Gordon-Reed,Annette Clark,Texas Tech University School of Law,Harvard Law School,Seattle University School of Law
695,Arturo,Torres,Texas Tech ,100,64,62,Arturo Torres,Arturo Carrillo,Gerald Torres,Texas Tech University School of Law,The George Washington University Law School,Cornell Law School
696,Gerald.,Torres,Cornell ,96,67,64,Gerald Torres,Gerald Powell,Gerald Postema,Cornell Law School,Baylor University School of Law,University of North Carolina School of Law
697,Sara M.,Tracy-Ruazol,JAG ,50,50,48,Maria Marcus,Laura McNeal,Sarah Krakoff,Fordham University School of Law,"University of Louisville, Louis D. Brandeis School of Law",University of Colorado Law School
698,Enid,Trucios-Haynes,Louisville ,100,50,50,Enid Trucios-Haynes,Richard Hynes,Asifa Quraishi-Landes,"University of Louisville, Louis D. Brandeis School of Law",University of Virginia School of Law,University of Wisconsin Law School
699,Elizabeth.,Trujillo,Texas A&M ,97,97,74,Elizabeth Trujillo,Elizabeth Trujillo,Elizabeth Miller,University of Houston Law Center,Texas A&M University School of Law,Baylor University School of Law
700,Robert L.,Tsai,American ,88,72,67,Robert Tsai,Robert Lind,Robert Talbot,"American University, Washington College of Law",Southwestern Law School,University of San Francisco School of Law
701,Rebecca A.,Tsosie,Univ. of Ariz. ,90,73,69,Rebecca Tsosie,Rebecca Aviel,Rebecca Tushnet,The University of Arizona James E. Rogers College of Law,University of Denver Sturm College of Law,Harvard Law School
702,Frederick,Tung,Boston Univ. ,100,71,69,Frederick Tung,Frederick Schauer,Frederick Jonassen,Boston University School of Law,University of Virginia School of Law,Barry University Dwayne O. Andreas School of Law
703,Andrew J.,Turner,Wisconsin ,74,67,67,Andrew Jurs,Andrew Tuch,Andrew Lund,Drake University Law School,Washington University in St. Louis School of Law,Pace University Elisabeth Haub School of Law
704,Ronald.,Turner,Houston Law Cntr. ,96,69,69,Ronald Turner,Ronald Brand,Jenia Turner,University of Houston Law Center,University of Pittsburgh School of Law,"Southern Methodist University, Dedman School of Law"
705,Francisco X.,Valdes,Miami ,91,63,63,Francisco Valdes,Francesco Parisi,Francesco Parisi,University of Miami School of Law,University of Minnesota Law School,University of Minnesota Law School
706,Gloria M.,Valencia-Weber,New Mexico ,53,50,48,Florencia Marotta-Wurgler,Lilian Faulhaber,Marisa Cianciarulo,New York University School of Law,Georgetown University Law Center,Chapman University Dale E. Fowler School of Law
707,Geiza,Vargas-Vargas,Charleston ,47,46,46,Gina Warren,Gregory Magarian,Anita Ramasastry,University of Houston Law Center,Washington University in St. Louis School of Law,University of Washington School of Law
708,Ozan O.,Varol,Lewis & Clark ,87,52,50,Ozan Varol,Jane Baron,Susan Carle,Lewis and Clark Law School,"Temple University, James E. Beasley School of Law","American University, Washington College of Law"
709,Lea B.,Vaughn,Wash. Seattle,87,87,59,Lea Vaughn,Lea Vaughn,Shima Baughman,University of Washington School of Law,University of Washington School of Law,"University of Utah, S. J. Quinney College of Law"
710,Yolanda,Vazquez,Cincinnati ,62,55,54,Carlos Vazquez,Sandra Placzek,Joan Krause,Georgetown University Law Center,University of Nebraska College of Law,University of North Carolina School of Law
711,Sheila L.,Velez Martinez,Pittsburgh ,61,59,58,Leo Martinez,Veronica Martinez,Michael Martin,"University of California, Hastings College of the Law",Notre Dame Law School,Fordham University School of Law
712,Alex,Vernon,Univ. of Detroit Mercy ,70,70,67,Alex Long,Alex Johnson,Alex Stein,University of Tennessee College of Law,University of Virginia School of Law,Benjamin N. Cardozo School of Law
713,Kia H.,Vernon,North Car. Central ,57,56,54,Karima Bennoune,Lia Epperson,Zanita Fenton,"University of California, Davis, School of Law","American University, Washington College of Law",University of Miami School of Law
714,Rose Cuison,Villazor,UC Davis,79,79,55,Rose Villazor,Rose Villazor,Rose Corrigan,Rutgers Law School,Rutgers Law School,Drexel University Thomas R. Kline School of Law
715,Alicia,Virani,U.C.L.A. ,72,59,59,Alicia Davis,Patricia Bryan,Patricia Bryan,The University of Michigan Law School,University of North Carolina School of Law,University of North Carolina School of Law
716,Manoj,Viswanathan,UC Hastings,52,52,52,Tanina Rostain,Jason Rantanen,Brian Tamanaha,Georgetown University Law Center,University of Iowa College of Law,Washington University in St. Louis School of Law
717,Ari Ezra,Waldman,NYLS ,62,62,62,Ezra Friedman,Ezra Friedman,Emily Waldman,Northwestern University Pritzker School of Law,Northwestern University Pritzker School of Law,Pace University Elisabeth Haub School of Law
718,Tammi,Walker,Univ. of Ariz. ,75,75,67,David Walker,David Walker,Tom Baker,Drake University Law School,Boston University School of Law,University of Pennsylvania Law School
719,David D.,Walter,Florida Int’l ,81,81,69,David Walker,David Walker,David Weber,Drake University Law School,Boston University School of Law,Creighton University School of Law
720,Alex L.,Wang,U.C.L.A. ,86,76,64,Alex Wang,Alex Long,Alec Walen,"University of California, Los Angeles School of Law",University of Tennessee College of Law,Rutgers Law School
721,Karin H.,Wang,U.C.L.A. ,69,61,61,Katrina Wyman,Lu-in Wang,Karen Tani,New York University School of Law,University of Pittsburgh School of Law,"University of California, Berkeley School of Law"
722,William K.,Wang,UC Hastings,89,74,74,William Wang,William Sage,William Ryan,"University of California, Hastings College of the Law",The University of Texas School of Law,"American University, Washington College of Law"
723,Carl,Warren,St. Thomas-Mpls. ,73,70,70,Gina Warren,Alvin Warren,Alvin Warren,University of Houston Law Center,Harvard Law School,Harvard Law School
724,Kevin K.,Washburn,Iowa ,90,71,60,Kevin Washburn,Kevin Walsh,Kevin Kordana,University of Iowa College of Law,The University of Richmond School of Law,University of Virginia School of Law
725,Ka'Juel J.,Washington,Florida A&M ,53,53,51,Paula Johnson,Maxine Harrington,Samuel Calhoun,Syracuse University College of Law,Texas A&M University School of Law,Washington and Lee University School of Law
726,Melissa,Wasserman,Illinois ,100,100,77,Melissa Wasserman,Melissa Wasserman,Melissa Waters,University of Illinois College of Law,The University of Texas School of Law,Washington University in St. Louis School of Law
727,Wilbert (Will) H. Jr.,Watts,U.C.L.A. ,52,52,52,Robert Williams,Robert Williams,Robert Williams,The University of Arizona James E. Rogers College of Law,Rutgers Law School,Rutgers Law School
728,L. Darnell,Weeden,Texas Southern ,55,55,55,Lea Vander Velde,Daniel Greenwood,Daniel Abebe,University of Iowa College of Law,Maurice A. Deane School of Law at Hofstra University,"The University of Chicago, The Law School"
729,Carwina. Ind.,Weng,Maurer ,53,52,52,Clarisa Long,Sarah Welling,Katrina Wyman,Columbia Law School,University of Kentucky College of Law,New York University School of Law
730,Kaimipono D.,Wenger,Thomas Jefferson ,56,53,50,Maximo Langer,Alan Weinberger,Philip Weiser,"University of California, Los Angeles School of Law",Saint Louis University School of Law,University of Colorado Law School
731,Robert S.,Westley,Tulane ,90,71,69,Robert Westley,Robert Chesney,Robert Stein,Tulane University Law School,The University of Texas School of Law,University of Minnesota Law School
732,Ronald E.,Wheeler,Boston Univ ,65,64,64,Donald Weidner,Ronald Slye,Ronald Chen,Florida State University College of Law,Seattle University School of Law,Rutgers Law School
733,John Valery,White,Nevada Las Vegas,74,67,64,John White,John Witte,John Oakley,"University of Nevada, Las Vegas, William S. Boyd School of Law",Emory University School of Law,"University of California, Davis, School of Law"
734,Prentice L.,White,Southern Univ. ,71,65,64,Brent White,Patricia White,Penny White,The University of Arizona James E. Rogers College of Law,University of Miami School of Law,University of Tennessee College of Law
735,Mary Jo,Wiggins,San Diego ,100,64,60,Mary Jo Wiggins,Tracy Higgins,Cary Coglianese,University of San Diego School of Law,Fordham University School of Law,University of Pennsylvania Law School
736,Stephen,Wilks,Lincoln ,85,79,77,Stephen Hicks,Stephen Gillers,Stephen Clark,Suffolk University Law School,New York University School of Law,Albany Law School
737,Brenda,Williams,Wash. Seattle,83,79,73,Verna Williams,Sean Williams,Andrew Williams,University of Cincinnati College of Law,The University of Texas School of Law,New York University School of Law
738,Jack F.,Williams,Georgia state ,76,74,69,Joan Williams,W. Williams,Sean Williams,"University of California, Hastings College of the Law",The University of Richmond School of Law,The University of Texas School of Law
739,Kenneth A.,Williams,South Texas Houston ,71,71,69,Kenneth Melilli,Kenneth Melilli,Sean Williams,Creighton University School of Law,Creighton University School of Law,The University of Texas School of Law
740,Norman R,Williams,Willamette ,80,73,71,Joan Williams,Sean Williams,Verna Williams,"University of California, Hastings College of the Law",The University of Texas School of Law,University of Cincinnati College of Law
741,Robert A.,Williams,Jr. Univ. of Ariz.,91,91,91,Robert Williams,Robert Williams,Robert Williams,The University of Arizona James E. Rogers College of Law,Rutgers Law School,Rutgers Law School
742,Serena M.,Williams,Widener-Delaware ,81,77,71,Verna Williams,Sean Williams,Steven Willis,University of Cincinnati College of Law,The University of Texas School of Law,University of Florida Fredric G. Levin College of Law
743,Catherine L.,Wilson,Nebraska ,91,76,73,Catherine Wilson,Catherine Albiston,Catherine Fisk,University of Nebraska College of Law,"University of California, Berkeley School of Law","University of California, Berkeley School of Law"
744,Darryl C.,Wilson,Stetson ,67,67,64,Daryl Levinson,Bart Wilson,Larry Gibson,New York University School of Law,Chapman University Dale E. Fowler School of Law,University of Maryland Francis King Carey School of Law
745,Erika,Wilson,Univ. of North Car. ,74,72,70,Patricia Wilson,Elaine Wilson,Bart Wilson,Baylor University School of Law,West Virginia University College of Law,Chapman University Dale E. Fowler School of Law
746,Richard,Winchester,Thomas Jefferson ,81,79,79,Richard Wiener,Richard Painter,Richard Painter,University of Nebraska College of Law,University of Minnesota Law School,University of Minnesota Law School
747,Adrien Katherine K.,Wing,Iowa ,93,62,60,Adrien Katherine Wing,Catherine Klein,Catherine Wilson,University of Iowa College of Law,"The Catholic University of America, Columbus School of Law",University of Nebraska College of Law
748,Ruth A.,Witherspoon,Barry ,55,53,53,Ruth Mason,Ruth Gordon,Robert Anderson,University of Virginia School of Law,Villanova University Charles Widger School of Law,University of Washington School of Law
749,Jarrod,Wong,McGeorge ,100,100,78,Jarrod Wong,Jarrod Wong,Jerrold Long,"University of the Pacific, McGeorge School of Law","University of the Pacific, McGeorge School of Law",University of Idaho College of Law
750,Margaret Y.,Woo,Northeastern ,71,69,69,Margaret Chon,Margaret Lemos,Margaret Johns,Seattle University School of Law,Duke University School of Law,"University of California, Davis, School of Law"
751,Patrick,Woolley,Univ. of Texas ,100,71,69,Patrick Woolley,Patrick Meyer,Patricia Moore,The University of Texas School of Law,University of Detroit Mercy School of Law,St. Thomas University School of Law
752,Patricia M..,Worthy,Howard ,73,73,69,Patricia Moore,Patricia McCoy,Patricia Roberts,St. Thomas University School of Law,Boston College Law School,William & Mary Law School
753,Desmund,Wu,Wisconsin ,50,48,45,Raymond Ku,Darren Bush,Wendy Wagner,Case Western Reserve University School of Law,University of Houston Law Center,The University of Texas School of Law
754,Frank H.,Wu,UC Hastings,84,57,57,Frank Wu,Frank Doti,Bryan Hull,"University of California, Hastings College of the Law",Chapman University Dale E. Fowler School of Law,"Loyola Law School, Los Angeles"
755,Yesha,Yadav,Vanderbilt ,100,55,52,Yesha Yadav,Leila Sadat,Stephan Landsman,Vanderbilt University Law School,Washington University in St. Louis School of Law,DePaul University College of Law
756,Crystal,Yang,Harvard ,61,58,58,Calvin Pang,Ernest Young,Clarisa Long,"University of Hawaii, William S. Richardson School of Law",Duke University School of Law,Columbia Law School
757,Tseming,Yang,Santa Clara ,62,62,60,Dongsheng Zang,Dongsheng Zang,Wei Fang,University of Washington School of Law,University of Washington School of Law,Rutgers Law School
758,Ruqaiijah A.,Yearby,St. Louis ,91,45,44,Ruqaiijah Yearby,Farish Percy,William Berry,Saint Louis University School of Law,University of Mississippi School of Law,University of Mississippi School of Law
759,Ellen L.,Yee,Drake ,86,60,58,Ellen Yee,Evan Lee,Ellen Deason,Drake University Law School,"University of California, Hastings College of the Law","The Ohio State University, Michael E. Moritz College of Law"
760,Alfred C.,Yen,Boston Coll. ,87,67,67,Alfred Yen,Alfred Aman,Alfred Aman,Boston College Law School,Indiana University Maurer School of Law,Indiana University Maurer School of Law
761,Seval,Yildirim,Whittier ,100,59,53,Seval Yildirim,Sean Williams,Steven Childress,Whittier Law School,The University of Texas School of Law,Tulane University Law School
762,Dennis T.,Yokoyama,Southwestern ,91,53,52,Dennis Yokoyama,Dennis Sears,Dennis Ventry,Southwestern Law School,"Brigham Young University, J. Reuben Clark Law School","University of California, Davis, School of Law"
763,Christopher S.,Yoo,Pennsylvania ,91,79,76,Christopher Yoo,Christopher Slobogin,Christopher Hoyt,University of Pennsylvania Law School,Vanderbilt University Law School,University of Missouri-Kansas City School of Law
764,Kenji,Yoshino,New York Univ. ,100,62,57,Kenji Yoshino,Kevin Johnson,Kristen Johnson,New York University School of Law,"University of California, Davis, School of Law",Southern Illinois University School of Law
765,Donna E.,Young,Albany ,88,67,58,Donna Young,Deborah Young,Donna Nagy,Albany Law School,"Samford University, Cumberland School of Law",Indiana University Maurer School of Law
766,Peter K.,Yu,Texas A&M ,84,70,64,Peter Yu,Peter Kutner,Peter Tague,Texas A&M University School of Law,University of Oklahoma College of Law,Georgetown University Law Center
767,Lua Kamal,Yuille,Kansas ,52,52,50,Paul Miller,Linda Kawaguchi,Samuel Buell,Notre Dame Law School,Chapman University Dale E. Fowler School of Law,Duke University School of Law
