,Journal,Vol,Issue,Issue Year,First Page,Last Page,Pages
0,Michigan State Law Review,Vol.  2017,2 (2017),2017,163,174,163-174
0,Thomas Jefferson Law Review,Vol.  41,2 (Spring 2019),2019,177,194,177-194
0,U.C. Davis Law Review,Vol.  42,3 (February 2009),2009,633,636,633-636
0,Harvard Law Review ,Vol.  95,8 (June 1982),1982,1752,1786,1752-1786
0,Boston College Law Review,Vol.  23,5 (September 1982),1982,1327,1355,1327-1355
0,Harvard Law Review ,Vol.  96,7 (May 1983),1983,1579,1598,1579-1598
0,Harvard Law Review ,Vol.  95,8 (June 1982),1982,1752,1786,1752-1786
0,Tax Policy and the Economy,Vol.  20,,,1,40,1-40
0,Tax Policy and the Economy,Vol.  5,,,55,110,55-110
0,Tax Law Review,Vol.  48,3 (Spring 1993),1993,529,532,529-532
0,Tax Lawyer,Vol.  43,3 (Spring 1990),1990,663,692,663-692
0,Tax Policy and the Economy,Vol.  4,,,73,102,73-102
0,Australian Tax Forum,Vol.  24,,,31,40,31-40
0,Tax Policy and the Economy,Vol.  23,,,73,122,73-122
0,Tax Policy and the Economy,Vol.  1,,,1,28,1-28
0,Tax Policy and the Economy,Vol.  14,,,123,156,123-156
0,Tax Policy and the Economy,Vol.  6,,,129,146,129-146
0,Tax Policy and the Economy,Vol.  33,,,81,108,81-108
0,Tax Policy and the Economy,Vol.  31,,,1,42,1-42
0,South Texas Law Review,Vol.  38,2 (May 1997),1997,485,540,485-540
0,Texas International Law Journal,Vol.  40,3 (Spring 2005),2005,449,536,449-536
0,SMU Law Review,Vol.  46,5 (Summer 1993),1993,2005,2078,2005-2078
0,Texas International Law Journal,Vol.  30,1 (Winter 1995),1995,89,120,89-120
0,Nevada Law Journal,Vol.  8,1 (Fall 2007),2007,169,213,169-213
0,Arbitration International ,Vol.  24,2 (2008),2008,199,264,199-264
0,Arbitration International,Vol.  14,2 (1998),1998,115,156,115-156
0,Pepperdine Law Review,Vol.  43,(2016),2016,469,492,469-492
0,Pepperdine Law Review,Vol.  43,(2016),2016,577,636,577-636
0,Texas International Law Journal,Vol.  8,2 (Spring 1973),1973,137,186,137-186
0,Texas Tech Law Review,Vol.  16,1 (1985),1985,355,396,355-396
0,Journal of International Arbitration,Vol.  22,1 (February 2005),2005,1,64,1-64
0,Texas Bar Journal,Vol.  57,8 (September 1994),1994,926,950,926-950
0,Arbitration International,Vol.  30,3 (2014),2014,457,512,457-512
0,Stanford Law & Policy Review,Vol.  23,2 (2012),2012,477,522,477-522
0,University of Kansas Law Review,Vol.  63,3 (May 2015),2015,717,760,717-760
0,International Business Lawyer,Vol.  10,10 (October 1982),1982,317,318,317-318
0,Journal of the Society of Public Teachers of Law (New Series),Vol.  13,3 (January 1975),1975,212,218,212-218
0,Labor Studies Journal,Vol.  1,1 (May 1976),1976,68,78,68-78
0,International Business Lawyer,Vol.  27,4 (April,,148,150,148-150
0,Journal of Law and Health,Vol.  29,2 (2016),2016,221,246,221-246
0,Ecology Law Quarterly,Vol.  23,2 (1996),1996,369,446,369-446
0,Wisconsin Law Review,Vol.  2006,3 (2006),2006,897,986,897-986
0,Southern California Law Review,Vol.  78,6 (September 2005),2005,1439,1528,1439-1528
0,Harvard Environmental Law Review,Vol.  31,2 (2007),2007,349,408,349-408
0,Ecology Law Quarterly,Vol.  29,4 (2002),2002,707,746,707-746
0,Brigham Young University Law Review,Vol.  2008,1 (2008),2008,47,114,47-114
0,Houston Law Review,Vol.  42,3 (Summer 2005),2005,565,636,565-636
0,New York University Environmental Law Journal,Vol.  17,2 (2009),2009,1135,1193,1135-1193
0,Ecology Law Quarterly,Vol.  23,4 (1996),1996,723,778,723-778
0,Notre Dame Law Review ,Vol.  85,3 (March 2010),2010,955,1014,955-1014
0,Baylor Law Review,Vol.  55,3 (2003),2003,991,1030,991-1030
0,Brooklyn Law Review,Vol.  76,4 (Summer 2011),2011,1309,1370,1309-1370
0,UC Davis Law Review,Vol.  45,3 (February 2012),2012,1075,1098,1075-1098
0,Ecology Law Quarterly,Vol.  40,3 (2013),2013,673,vi,673-vi
0,UCLA Law Review,Vol.  61,6 (August 2014),2014,1814,1857,1814-1857
0,Journal of Air Law and Commerce,Vol.  60,1 (September-October 1994),1994,409,454,409-454
0,Utah Law Review,Vol.  2015,1 (2015),2015,45,92,45-92
0,Minnesota Law Review,Vol.  100,6 (June 2016),2016,2509,2576,2509-2576
0,Environmental Law,Vol.  44,4 (Fall 2014),2014,1039,1078,1039-1078
0,U.C. Davis Law Review,Vol.  51,1 (November 2017),2017,205,232,205-232
0,Akron Law Review,Vol.  46,4 (2013),2013,1017,1046,1017-1046
0,Lewis & Clark Law Review,Vol.  21,2 (2017),2017,357,386,357-386
0,Pace Environmental Law Review,Vol.  36,1 (2018),2018,49,94,49-94
0,North Carolina Law Review,Vol.  96,4 (May 2018),2018,945,1012,945-1012
0,Ecology Law Quarterly,Vol.  45,3 (2018),2018,533,582,533-582
0,Arizona Law Review,Vol.  58,4 (2016),2016,1027,1076,1027-1076
0,Harvard Environmental Law Review,Vol.  43,2 (2019),2019,247,306,247-306
0,George Washington Journal of Energy and Environmental Law,Vol.  5,1 (Winter 2014),2014,17,25,17-25
0,George Washington Journal of Energy and Environmental Law,Vol.  9,1 (Spring 2018),2018,33,44,33-44
0,Environs: Environmental Law and Policy Journal,Vol.  41,2 (Spring 2018),2018,157,194,157-194
0,Issues in Legal Scholarship,Vol.  8,,,[i],24,[i]-24
0,Trends,Vol.  51,1 (September/October 2019),2019,10,12,10-12
0,University of Pennsylvania Law Review,Vol.  123,2 (December 1974),1974,340,438,340-438
0,University of Pennsylvania Law Review,Vol.  121,1 (November 1972),1972,87,118,87-118
0,Columbia Law Review,Vol.  79,4 (May 1979),1979,618,684,618-684
0,Case Western Reserve Law Review,Vol.  36,4 (1985-1986),1985,708,759,708-759
0,Emory Law Journal,Vol.  39,3 (Summer 1990),1990,665,696,665-696
0,Indiana Law Journal,Vol.  48,4 (Summer 1973),1973,581,604,581-604
0,Law and Contemporary Problems,Vol.  77,3 (2014),2014,25,70,25-70
0,U.C. Davis Law Review,Vol.  20,4 (Summer 1987),1987,679,704,679-704
0,Arizona State Law Journal,Vol.  1984,4 (1984),1984,647,660,647-660
0,Loyola of Los Angeles Law Review,Vol.  27,1 (November 1993),1993,25,40,25-40
0,University of Richmond Law Review,Vol.  30,1 (January 1996),1996,85,108,85-108
0,Hastings Law Journal,Vol.  53,5 (July 2002),2002,1057,1072,1057-1072
0,"Law, Medicine and Health Care",Vol.  16,s 1-2 (Spring-Summer 1988),1988,34,43,34-43
0,Indiana Law Journal,Vol.  48,4 (Summer 1973),1973,640,648,640-648
0,Virginia Law Review,Vol.  82,8 (November 1996),1996,1623,1640,1623-1640
0,Southern California Law Review,Vol.  65,1 (November 1991),1991,1,10,1-10
0,Cambridge Quarterly of Healthcare Ethics,Vol.  9,4 (Fall 2000),2000,524,531,524-531
0,Journal of Legal Education ,Vol.  38,3 (1988),1988,505,510,505-510
0,Journal of Legal Medicine,Vol.  4,4 (December 1983),1983,513,[ii],513-[ii]
0,Journal of College and University Law,Vol.  11,4 (Spring 1985),1985,417,432,417-432
0,"Yale Journal of Health Policy, Law, and Ethics",Vol.  6,2 (2006),2006,431,464,431-464
0,"Law, Medicine and Health Care",Vol.  12,5 (October 1984),1984,192,198,192-198
0,Western New England Law Review,Vol.  9,1 (1987),1987,1,20,1-20
0,American Journal of Law & Medicine,Vol.  13,2&3 (1987),1987,169,188,169-188
0,"Law, Medicine and Health Care",Vol.  14,s 3 - 4 (September 1986),1986,141,157,141-157
0,"Law, Medicine and Health Care",Vol.  19,s 3 - 4 (Fall-Winter 1991),1991,184,190,184-190
0,Southern California Interdisciplinary Law Journal,Vol.  1,,,1,6,1-6
0,Southern California Law Review,Vol.  51,6 (September 1978),1978,973,986,973-986
0,"Journal of Law, Medicine and Ethics",Vol.  23,1 (Spring 1995),1995,47,48,47-48
0,Singapore Academy of Law Journal ,Vol.  22,(2010),2010,769,784,769-784
0,San Diego Law Review,Vol.  39,3 (August-September 2002),2002,683,692,683-692
0,"Law, Medicine and Health Care",Vol.  18,s 1-2 (Spring-Summer 1990),1990,15,19,15-19
0,Journal of Human Trafficking,Vol.  1,1 (2015),2015,56,64,56-64
0,Student Lawyer,Vol.  3,5 (January 1975),1975,16,50,16-50
0,UCLA Law Review,Vol.  29,3 (February 1982),1982,757,[ii],757-[ii]
0,"Law, Medicine and Health Care",Vol.  19,s 1 - 2 (Spring-Summer 1991),1991,5,8,5-8
0,"Journal of Law, Medicine and Ethics",Vol.  32,4 (Winter 2004),2004,549,550,549-550
0,"Journal of Law, Medicine and Ethics",Vol.  46,1 (Spring 2018),2018,12,29,12-29
0,"Law, Medicine and Health Care",Vol.  16,s 3-4 (Fall-Winter 1988),1988,153,156,153-156
0,Cambridge Quarterly of Healthcare Ethics,Vol.  5,1 (Winter 1996),1996,10,23,10-23
0,Cambridge Quarterly of Healthcare Ethics,Vol.  1,2 (Spring 1992),1992,97,106,97-106
0,George Washington Law Review,Vol.  76,3 (April 2008),2008,576,638,576-638
0,Texas Law Review,Vol.  90,3 (February 2012),2012,571,634,571-634
0,Indiana Law Review,Vol.  37,1 (2003),2003,65,140,65-140
0,Vanderbilt Law Review,Vol.  66,4 (May 2013),2013,1053,1140,1053-1140
0,Florida Law Review,Vol.  59,2 (April 2007),2007,383,436,383-436
0,Tulane Law Review ,Vol.  82,6 (June 2008),2008,2369,2422,2369-2422
0,Fordham Law Review,Vol.  79,5 (April 2011),2011,1939,1964,1939-1964
0,Loyola University Chicago Law Journal,Vol.  44,2 (Winter 2012),2012,545,560,545-560
0,Emory Law Journal,Vol.  65,6 (2016),2016,1657,1704,1657-1704
0,UCLA Law Review ,Vol.  57,3 (February 2010),2010,725,788,725-788
0,UCLA Law Review,Vol.  60,6 (August 2013),2013,1494,1523,1494-1523
0,Fordham Law Review,Vol.  81,6 (May 2013),2013,3193,3212,3193-3212
0,Vanderbilt Law Review En Banc,Vol.  63,,,117,132,117-132
0,Michigan Law Review,Vol.  109,6 (April 2011),2011,993,1010,993-1010
0,DePaul Law Review,Vol.  64,2 (Winter 2015),2015,513,536,513-536
0,Yale Journal of Law & the Humanities,Vol.  24,1 (Winter 2012),2012,439,474,439-474
0,William & Mary Law Review,Vol.  55,3 (March 2014),2014,1029,1060,1029-1060
0,New York University Law Review,Vol.  92,4 (October 2017),2017,998,1016,998-1016
0,Vanderbilt Law Review,Vol.  71,3 (April 2018),2018,821,888,821-888
0,Vanderbilt Law Review,Vol.  71,6 (November 2018),2018,2037,2058,2037-2058
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2018,,,1,3,1-3
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2013,,,[13],[14],[13]-[14]
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2017,,,[94],[96],[94]-[96]
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2017,,,1,3,1-3
0,Review of Litigation,Vol.  37,2 (2018),2018,185,202,185-202
0,American Journal of Legal History,Vol.  58,3 (2018),2018,326,359,326-359
0,U.C. Davis Law Review,Vol.  52,3 (February 2019),2019,1371,1428,1371-1428
0,Southern California Law Review,Vol.  85,5 (July 2012),2012,1313,1376,1313-1376
0,Fordham Law Review,Vol.  75,3 (December 2006),2006,1715,1776,1715-1776
0,University of Cincinnati Law Review,Vol.  73,2 (Winter 2004),2004,645,704,645-704
0,New York University Law Review,Vol.  80,5 (November 2005),2005,1449,1504,1449-1504
0,Vanderbilt Law Review,Vol.  68,4 (May 2015),2015,1055,1116,1055-1116
0,Stanford Law Review,Vol.  47,5 (May 1995),1995,1059,1096,1059-1096
0,Golden Gate University Law Review ,Vol.  37,1 (Fall 2006),2006,107,130,107-130
0,Washington and Lee Law Review,Vol.  70,2 (Spring 2013),2013,1049,1088,1049-1088
0,Cardozo Law Review,Vol.  30,3 (December 2008),2008,965,1022,965-1022
0,Fordham Urban Law Journal,Vol.  40,3 (March 2013),2013,1043,1090,1043-1090
0,Ohio State Journal of Criminal Law,Vol.  12,2 (Spring 2015),2015,445,464,445-464
0,American University Law Review,Vol.  45,3 (February 1996),1996,751,762,751-762
0,Ohio State Journal of Criminal Law,Vol.  15,1 (Fall 2017),2017,113,132,113-132
0,Journal of Law & Education,Vol.  24,2 (Spring 1995),1995,271,278,271-278
0,Yale Law Journal,Vol.  128,6 (April 2019),2019,1648,1705,1648-1705
0,New York University Annual Survey of American Law,Vol.  58,4 (2001-2003),2001,497,556,497-556
0,Boston College Third World Law Journal,Vol.  24,1 (Winter 2004),2004,81,138,81-138
0,DePaul Law Review,Vol.  53,3 (Spring 2004),2004,1181,1214,1181-1214
0,Indiana Law Journal,Vol.  81,3 (Summer 2006),2006,811,850,811-850
0,Boston University Law Review,Vol.  79,5 (December 1999),1999,1161,1214,1161-1214
0,Columbia Law Review,Vol.  90,1 (January 1990),1990,192,225,192-225
0,Boston University Law Review,Vol.  78,4 (October 1998),1998,1113,1162,1113-1162
0,Alabama Law Review,Vol.  62,4 (2011),2011,757,810,757-810
0,Florida State University Law Review,Vol.  36,2 (Winter 2009),2009,229,244,229-244
0,Connecticut Law Review,Vol.  39,1 (November 2006),2006,43,76,43-76
0,North Carolina Law Review,Vol.  87,3 (March 2009),2009,799,854,799-854
0,Cumberland Law Review,Vol.  31,2 (2001),2001,231,286,231-286
0,University of Colorado Law Review,Vol.  78,1 (2007),2007,35,68,35-68
0,Cornell Journal of Law and Public Policy,Vol.  12,3 (Summer 2003),2003,607,630,607-630
0,Law and History Review,Vol.  31,1 (February 2013),2013,233,240,233-240
0,Journal of Law and Religion,Vol.  12,2 (1995-1996),1995,457,506,457-506
0,North Carolina Law Review,Vol.  89,6 (September 2011),2011,1879,1964,1879-1964
0,Texas Law Review,Vol.  80,4 (March 2002),2002,911,932,911-932
0,University of Chicago Law School Roundtable,Vol.  3,2 (1996),1996,637,734,637-734
0,Connecticut Law Review,Vol.  39,1 (November 2006),2006,101,118,101-118
0,North Carolina Law Review,Vol.  91,5 (June 2013),2013,1817,1880,1817-1880
0,Texas Law Review,Vol.  92,2 (December 2013),2013,383,412,383-412
0,Brigham Young University Law Review,Vol.  2006,6 (2006),2006,1469,1516,1469-1516
0,McGeorge Law Review,Vol.  40,3 (2009),2009,603,660,603-660
0,Theoretical Inquiries in Law,Vol.  11,1 (January 2010),2010,247,282,247-282
0,Villanova Environmental Law Journal,Vol.  10,1 (1999),1999,57,90,57-90
0,Mississippi Law Journal,Vol.  69,3 (Spring 2000),2000,1123,1180,1123-1180
0,Buffalo Law Review,Vol.  51,4 (Fall 2003),2003,1119,1144,1119-1144
0,Saint Louis University Law Journal,Vol.  46,3 (Summer 2002),2002,691,698,691-698
0,Journal of Law in Society,Vol.  3,,,105,118,105-118
0,Oklahoma Law Review,Vol.  54,1 (Spring 2001),2001,67,148,67-148
0,Oregon Law Review ,Vol.  85,3 (2006),2006,771,814,771-814
0,Harvard Blackletter Law Journal,Vol.  20,,,17,48,17-48
0,Alabama Law Review,Vol.  54,3 (Spring 2003),2003,771,784,771-784
0,William and Mary Bill of Rights Journal,Vol.  16,4 (April 2008),2008,1091,1140,1091-1140
0,Willamette Law Review,Vol.  28,1 (Winter 1991),1991,69,126,69-126
0,Law and Literature ,Vol.  20,2 (Summer 2008),2008,197,212,197-212
0,Journal of Legal Education,Vol.  55,2 (2005),2005,319,341,319-341
0,American Journal of Legal History,Vol.  40,2 (April 1996),1996,167,212,167-212
0,Texas Law Review,Vol.  94,1 (November 2015),2015,115,146,115-146
0,South Texas Law Review,Vol.  52,1 (Fall 2010),2010,37,68,37-68
0,North Carolina Law Review,Vol.  94,6 (September 2016),2016,1871,1956,1871-1956
0,Connecticut Law Review CONNtemplations,Vol.  39,,,11,30,11-30
0,West Virginia Law Review,Vol.  119,1 (Fall 2016),2016,345,396,345-396
0,Green Bag. An Entertaining Journal of Law. (Second Series),Vol.  15,4 (Summer 2012),2012,465,472,465-472
0,University of Hawai'i Law Review ,Vol.  30,2 (Summer 2008),2008,373,400,373-400
0,Alabama Civil Rights and Civil Liberties Law Review,Vol.  1,1 (2011),2011,15,30,15-30
0,Oklahoma City University Law Review,Vol.  26,3 (Fall 2001),2001,823,838,823-838
0,Oklahoma City University Law Review,Vol.  25,s 1 and 2 (Spring and Summer 2000),2000,63,86,63-86
0,Oklahoma City University Law Review,Vol.  23,s 1 and 2 (Spring and Summer 1998),1998,1,12,1-12
0,Law & Social Inquiry,Vol.  41,4 (Fall 2016),2016,824,832,824-832
0,Windsor Yearbook of Access to Justice,Vol.  22,,,71,84,71-84
0,Law and History Review,Vol.  27,1 (Spring 2009),2009,145,148,145-148
0,Mississippi Law Journal,Vol.  86,3 (2017),2017,457,512,457-512
0,Michigan Journal of Race & Law,Vol.  11,1 (Fall 2005),2005,195,218,195-218
0,University of Pittsburgh Law Review,Vol.  75,4 (Summer 2014),2014,495,582,495-582
0,Cardozo Women's Law Journal,Vol.  5,,,33,78,33-78
0,Savannah Law Review,Vol.  2,1 (2015),2015,1,20,1-20
0,Alabama Civil Rights & Civil Liberties Law Review,Vol.  6,1 (2014),2014,75,94,75-94
0,Freedom Center Journal,Vol.  1,1 (2008),2008,1,21,1-21
0,Washington and Lee Journal of Civil Rights and Social Justice,Vol.  22,2 (Summer 2016),2016,273,296,273-296
0,Indiana Law Journal Supplement,Vol.  91,,,55,86,55-86
0,Law and Literature ,Vol.  20,3 (Fall 2008),2008,343,402,343-402
0,Journal of Legal Education,Vol.  65,1 (August 2015),2015,255,260,255-260
0,American Journal of Legal History,Vol.  58,1 (March 2018),2018,1,3,1-3
0,Connecticut Law Review Online,Vol.  49,,,1,18,1-18
0,Vanderbilt Law Review En Banc,Vol.  65,,,1,10,1-10
0,Florida State University Law Review,Vol.  43,3 (Spring 2016),2016,831,900,831-900
0,Boston College Environmental Affairs Law Review,Vol.  28,4 (2001),2001,535,536,535-536
0,Howard Law Journal,Vol.  61,1 (Fall 2017),2017,1,34,1-34
0,Alabama Law Review,Vol.  58,5 (2007),2007,945,952,945-952
0,Harvard Blackletter Law Journal,Vol.  22,,,145,148,145-148
0,Law and History Review,Vol.  33,4 (November 2015),2015,1022,1023,1022-1023
0,ACTEC Law Journal,Vol.  43,2 (Winter 2018),2018,305,310,305-310
0,Journal of Civil Rights and Economic Development,Vol.  27,1 (Fall 2013),2013,15,46,15-46
0,Michigan Law Review,Vol.  115,6 (April 2017),2017,895,914,895-914
0,Texas Law Review See Also,Vol.  90,,,55,62,55-62
0,North Carolina Law Review,Vol.  94,5 (June 2016),2016,1409,1412,1409-1412
0,American Journal of Legal History,Vol.  56,1 (March 2016),2016,1,5,1-5
0,Connecticut Law Review CONNtemplations,Vol.  43,,,1,9,1-9
0,Cumberland Law Review,Vol.  46,2 (2015-2016),2015,289,310,289-310
0,Cumberland Law Review,Vol.  47,1 (2016-2017),2016,19,24,19-24
0,Duke Law Journal,Vol.  55,2 (November 2005),2005,263,332,263-332
0,Yale Law Journal ,Vol.  119,6 (April 2010),2010,1236,1279,1236-1279
0,Journal of Criminal Law and Criminology,Vol.  96,4 (Summer 2006),2006,1293,1352,1293-1352
0,Columbia Journal of Gender and Law,Vol.  15,1 (2006),2006,139,184,139-184
0,California Law Review,Vol.  97,2 (April 2009),2009,601,632,601-632
0,Alabama Law Review,Vol.  62,3 (2011),2011,571,622,571-622
0,Journal of Criminal Law and Criminology,Vol.  98,4 (Summer 2008),2008,1353,1406,1353-1406
0,Florida Law Review ,Vol.  61,4 (September 2009),2009,727,750,727-750
0,Federal Sentencing Reporter,Vol.  23,1 (October 2010),2010,75,78,75-78
0,Boston University Law Review,Vol.  95,5 (October 2015),2015,1555,1618,1555-1618
0,Arizona State Law Journal,Vol.  42,4 (Winter 2010/2011),2010,1151,1172,1151-1172
0,Constitutional Commentary,Vol.  25,3 (Summer 2009),2009,431,460,431-460
0,UCLA Law Review,Vol.  64,5 (August 2017),2017,1182,1245,1182-1245
0,Green Bag. An Entertaining Journal of Law. (Second Series),Vol.  11,2 (Winter 2008),2008,245,260,245-260
0,Arizona Law Review,Vol.  56,4 (2014),2014,1017,1064,1017-1064
0,Virginia Law Review,Vol.  101,4 (June 2015),2015,1029,1054,1029-1054
0,University of Toronto Law Journal ,Vol.  61,4 (Fall 2011),2011,657,690,657-690
0,University of Toronto Law Journal,Vol.  68,1 (Winter 2018),2018,140,165,140-165
0,Journal of Criminal Law and Criminology,Vol.  108,2 (Spring 2018),2018,305,334,305-334
0,New Criminal Law Review,Vol.  14,3 (Summer 2011),2011,468,485,468-485
0,Harvard Civil Rights-Civil Liberties Law Review,Vol.  53,2 (Fall 2018),2018,563,618,563-618
0,Journal of Chinese Law ,Vol.  5,1 (Spring 1991),1991,1,57,1-57
0,Journal of Chinese Law,Vol.  8,1 (Spring 1994),1994,1,46,1-46
0,Asian-Pacific Law & Policy Journal,Vol.  12,1 (2010),2010,1,42,1-42
0,Connecticut Law Review,Vol.  40,5 (July 2008),2008,1245,1260,1245-1260
0,Hong Kong Law Journal,Vol.  23,,,224,229,224-229
0,Hong Kong Law Journal,Vol.  39,3 (2009),2009,575,594,575-594
0,University of Hawai'i Law Review,Vol.  35,2 (Spring 2013),2013,805,820,805-820
0,Hong Kong Law Journal,Vol.  23,,,395,411,395-411
0,Southern Illinois University Law Journal,Vol.  22,2 (Winter 1998),1998,307,324,307-324
0,Washington University Global Studies Law Review,Vol.  2,1 (Winter 2003),2003,193,220,193-220
0,Asian-Pacific Law & Policy Journal,Vol.  19,2 (2017-2018),2017,1,20,1-20
0,Hong Kong Law Journal,Vol.  47,2 (2017),2017,615,632,615-632
0,Singapore Law Review,Vol.  7,,,181,201,181-201
0,Hong Kong Law Journal,Vol.  22,,,132,150,132-150
