,Journal,Vol,Issue,Issue Year,First Page,Last Page,Pages
0,World Trade Review,Vol.  15,3 (July 2016),2016,407,408,407-408
0,World Trade Review,Vol.  4,(2005),2005,133,157,133-157
0,World Trade Review,Vol.  4,(2005),2005,158,178,158-178
0,University of Chicago Law Review,Vol.  74,(2007),2007,1911,1932,1911-1932
0,Georgia Law Review,Vol.  36,3 (Spring 2002),2002,665,722,665-722
0,Wake Forest Law Review,Vol.  41,1 (2006),2006,237,302,237-302
0,Alabama Law Review,Vol.  59,3 (2008),2008,561,610,561-610
0,Baylor Law Review,Vol.  55,1 (2003),2003,167,224,167-224
0,University of Cincinnati Law Review,Vol.  78,4 (Summer 2010),2010,1307,1358,1307-1358
0,Kentucky Law Journal,Vol.  90,1 (2001-2002),2001,75,122,75-122
0,Tennessee Law Review,Vol.  69,3 (Spring 2002),2002,653,676,653-676
0,George Washington Law Review,Vol.  69,2 (February 2001),2001,251,292,251-292
0,University of Cincinnati Law Review,Vol.  69,1 (Fall 2000),2000,159,196,159-196
0,George Mason Law Review,Vol.  24,1 (Fall 2016),2016,183,242,183-242
0,Ohio State Law Journal,Vol.  72,4 (2011),2011,777,820,777-820
0,Savannah Law Review,Vol.  3,1 (2016),2016,77,90,77-90
0,Savannah Law Review,Vol.  2,1 (2015),2015,59,72,59-72
0,International Tax Review ,Vol.  16,1 (December/January 2005),2005,55,57,55-57
0,International Tax Review,Vol.  9,1 (December/January 1998),1998,31,34,31-34
0,International Tax Review,Vol.  13,1 (December/January 2002),2002,24,29,24-29
0,Harvard Law Review,Vol.  114,2 (December 2000),2000,430,510,430-510
0,Georgetown Law Journal,Vol.  93,6 (August 2005),2005,1743,1782,1743-1782
0,Michigan Law Review,Vol.  107,2 (November 2008),2008,285,316,285-316
0,Virginia Law Review ,Vol.  95,6 (October 2009),2009,1505,1550,1505-1550
0,Virginia Law Review,Vol.  93,5 (September 2007),2007,1197,1258,1197-1258
0,Northwestern University Law Review ,Vol.  103,4 (2009),2009,1823,1862,1823-1862
0,Cardozo Law Review,Vol.  18,6 (July 1997),1997,1891,1960,1891-1960
0,Harvard Law Review,Vol.  124,2 (December 2010),2010,518,549,518-549
0,Yale Law & Policy Review,Vol.  22,1 (Winter 2004),2004,69,124,69-124
0,Virginia Law Review,Vol.  98,6 (October 2012),2012,1313,1372,1313-1372
0,Vanderbilt Law Review,Vol.  61,1 (January 2008),2008,65,126,65-126
0,Columbia Law Review,Vol.  115,1 (January 2015),2015,165,[ii],165-[ii]
0,Notre Dame Law Review,Vol.  81,4 (May 2006),2006,1495,1552,1495-1552
0,Texas Law Review,Vol.  79,5 (April 2001),2001,1199,1234,1199-1234
0,Canadian Journal of Law and Jurisprudence,Vol.  9,2 (July 1996 ),1996,279,342,279-342
0,Arizona Law Review,Vol.  55,3 (2013),2013,557,602,557-602
0,Columbia Law Review,Vol.  113,6 (October 2013),2013,1483,1542,1483-1542
0,Minnesota Law Review,Vol.  95,1 (November 2010),2010,9,58,9-58
0,Iowa Law Review,Vol.  97,4 (May 2012),2012,1201,1258,1201-1258
0,Cardozo Law Review,Vol.  30,3 (December 2008),2008,1115,1140,1115-1140
0,Northwestern University Law Review,Vol.  105,1 (Winter 2011),2011,199,260,199-260
0,Unviersity of Toronto Law Journal,Vol.  48,3 (Summer 1998),1998,299,352,299-352
0,Alabama Law Review,Vol.  66,3 (2015),2015,423,470,423-470
0,Oxford Journal of Legal Studies,Vol.  23,4 (Winter 2003),2003,667,702,667-702
0,University of Miami Law Review,Vol.  50,2 (January 1996),1996,335,344,335-344
0,Indiana Law Journal,Vol.  90,3 (Summer 2015),2015,975,1010,975-1010
0,International Journal of Evidence & Proof,Vol.  1,1 (October 1996),1996,25,47,25-47
0,Law and Contemporary Problems ,Vol.  75,2 (2012),2012,61,82,61-82
0,Israel Law Review,Vol.  31,s 1-3 (Winter-Summer 1997),1997,573,589,573-589
0,University of Pennsylvania Law Review,Vol.  163,7 (June 2015),2015,2085,2108,2085-2108
0,Indiana Law Journal,Vol.  92,1 (Early Winter 2016),2016,1,54,1-54
0,Michigan Law Review,Vol.  111,6 (April 2013),2013,855,876,855-876
0,New York University Journal of Law & Liberty,Vol.  2,3 (2007),2007,531,540,531-540
0,Cornell Law Review,Vol.  102,5 (July 2017),2017,1319,1366,1319-1366
0,University of Illinois Law Review,Vol.  2015,3 (2015),2015,1259,1286,1259-1286
0,Journal of Legal History,Vol.  14,1 (April 1993),1993,14,27,14-27
0,Columbia Law Review,Vol.  117,3 (April 2017),2017,535,612,535-612
0,Israel Law Review,Vol.  31,s 1-3 (Winter-Summer 1997),1997,1,2,1-2
0,Regulation,Vol.  29,4 (Winter 2006-2007),2006,20,25,20-25
0,Modern Law Review,Vol.  51,5 (September 1988),1988,659,675,659-675
0,Washington Law Review,Vol.  91,2 (June 2016),2016,463,514,463-514
0,Anglo-American Law Review,Vol.  22,2 (May-June 1993),1993,194,220,194-220
0,International Journal of Evidence & Proof,Vol.  1,5 (1997),1997,339,342,339-342
0,Tel Aviv University Law Review,Vol.  21,2 (April 1998),1998,191,258,191-258
0,Tel Aviv University Law Review,Vol.  23,3 (June 2000),2000,755,774,755-774
0,International Commentary on Evidence,Vol.  1,1 (1998-1999),1998,[i],17,[i]-17
0,Seton Hall Law Review,Vol.  48,4 (2018),2018,1199,1208,1199-1208
0,Virginia Law Review in Brief,Vol.  93,,,189,198,189-198
0,Washington University Law Review,Vol.  96,1 (2018),2018,51,104,51-104
0,Texas Law Review See Also,Vol.  94,,,121,130,121-130
0,Southern California Law Review,Vol.  85,5 (July 2012),2012,1313,1376,1313-1376
0,Fordham Law Review,Vol.  75,3 (December 2006),2006,1715,1776,1715-1776
0,University of Cincinnati Law Review,Vol.  73,2 (Winter 2004),2004,645,704,645-704
0,New York University Law Review,Vol.  80,5 (November 2005),2005,1449,1504,1449-1504
0,Vanderbilt Law Review,Vol.  68,4 (May 2015),2015,1055,1116,1055-1116
0,Stanford Law Review,Vol.  47,5 (May 1995),1995,1059,1096,1059-1096
0,Golden Gate University Law Review ,Vol.  37,1 (Fall 2006),2006,107,130,107-130
0,Washington and Lee Law Review,Vol.  70,2 (Spring 2013),2013,1049,1088,1049-1088
0,Cardozo Law Review,Vol.  30,3 (December 2008),2008,965,1022,965-1022
0,Fordham Urban Law Journal,Vol.  40,3 (March 2013),2013,1043,1090,1043-1090
0,Ohio State Journal of Criminal Law,Vol.  12,2 (Spring 2015),2015,445,464,445-464
0,American University Law Review,Vol.  45,3 (February 1996),1996,751,762,751-762
0,Ohio State Journal of Criminal Law,Vol.  15,1 (Fall 2017),2017,113,132,113-132
0,Journal of Law & Education,Vol.  24,2 (Spring 1995),1995,271,278,271-278
0,Yale Law Journal,Vol.  128,6 (April 2019),2019,1648,1705,1648-1705
0,New York University Annual Survey of American Law,Vol.  58,4 (2001-2003),2001,497,556,497-556
0,Boston College Third World Law Journal,Vol.  24,1 (Winter 2004),2004,81,138,81-138
0,DePaul Law Review,Vol.  53,3 (Spring 2004),2004,1181,1214,1181-1214
0,Indiana Law Journal,Vol.  81,3 (Summer 2006),2006,811,850,811-850
0,Boston University Law Review,Vol.  79,5 (December 1999),1999,1161,1214,1161-1214
0,Columbia Law Review,Vol.  90,1 (January 1990),1990,192,225,192-225
0,Boston University Law Review,Vol.  78,4 (October 1998),1998,1113,1162,1113-1162
0,Alabama Law Review,Vol.  62,4 (2011),2011,757,810,757-810
0,University of Colorado Law Review,Vol.  78,1 (2007),2007,35,68,35-68
0,Florida State University Law Review,Vol.  36,2 (Winter 2009),2009,229,244,229-244
0,Connecticut Law Review,Vol.  39,1 (November 2006),2006,43,76,43-76
0,Cumberland Law Review,Vol.  31,2 (2001),2001,231,286,231-286
0,North Carolina Law Review,Vol.  87,3 (March 2009),2009,799,854,799-854
0,Cornell Journal of Law and Public Policy,Vol.  12,3 (Summer 2003),2003,607,630,607-630
0,Journal of Law and Religion,Vol.  12,2 (1995-1996),1995,457,506,457-506
0,North Carolina Law Review,Vol.  89,6 (September 2011),2011,1879,1964,1879-1964
0,University of Chicago Law School Roundtable,Vol.  3,2 (1996),1996,637,734,637-734
0,Connecticut Law Review,Vol.  39,1 (November 2006),2006,101,118,101-118
0,Law and History Review,Vol.  31,1 (February 2013),2013,233,240,233-240
0,North Carolina Law Review,Vol.  91,5 (June 2013),2013,1817,1880,1817-1880
0,Texas Law Review,Vol.  80,4 (March 2002),2002,911,932,911-932
0,Brigham Young University Law Review,Vol.  2006,6 (2006),2006,1469,1516,1469-1516
0,McGeorge Law Review,Vol.  40,3 (2009),2009,603,660,603-660
0,Mississippi Law Journal,Vol.  69,3 (Spring 2000),2000,1123,1180,1123-1180
0,Villanova Environmental Law Journal,Vol.  10,1 (1999),1999,57,90,57-90
0,Theoretical Inquiries in Law,Vol.  11,1 (January 2010),2010,247,282,247-282
0,Harvard Blackletter Law Journal,Vol.  20,,,17,48,17-48
0,Saint Louis University Law Journal,Vol.  46,3 (Summer 2002),2002,691,698,691-698
0,Journal of Law in Society,Vol.  3,,,105,118,105-118
0,Oklahoma Law Review,Vol.  54,1 (Spring 2001),2001,67,148,67-148
0,Oregon Law Review ,Vol.  85,3 (2006),2006,771,814,771-814
0,American Journal of Legal History,Vol.  40,2 (April 1996),1996,167,212,167-212
0,Law and Literature ,Vol.  20,2 (Summer 2008),2008,197,212,197-212
0,Willamette Law Review,Vol.  28,1 (Winter 1991),1991,69,126,69-126
0,William and Mary Bill of Rights Journal,Vol.  16,4 (April 2008),2008,1091,1140,1091-1140
0,Journal of Legal Education,Vol.  55,2 (2005),2005,319,341,319-341
0,Alabama Law Review,Vol.  54,3 (Spring 2003),2003,771,784,771-784
0,Connecticut Law Review CONNtemplations,Vol.  39,,,11,30,11-30
0,North Carolina Law Review,Vol.  94,6 (September 2016),2016,1871,1956,1871-1956
0,South Texas Law Review,Vol.  52,1 (Fall 2010),2010,37,68,37-68
0,Texas Law Review,Vol.  94,1 (November 2015),2015,115,146,115-146
0,University of Hawai'i Law Review ,Vol.  30,2 (Summer 2008),2008,373,400,373-400
0,University of Pittsburgh Law Review,Vol.  75,4 (Summer 2014),2014,495,582,495-582
0,Alabama Civil Rights and Civil Liberties Law Review,Vol.  1,1 (2011),2011,15,30,15-30
0,Cardozo Women's Law Journal,Vol.  5,,,33,78,33-78
0,Michigan Journal of Race & Law,Vol.  11,1 (Fall 2005),2005,195,218,195-218
0,Mississippi Law Journal,Vol.  86,3 (2017),2017,457,512,457-512
0,Oklahoma City University Law Review,Vol.  26,3 (Fall 2001),2001,823,838,823-838
0,Oklahoma City University Law Review,Vol.  23,s 1 and 2 (Spring and Summer 1998),1998,1,12,1-12
0,Oklahoma City University Law Review,Vol.  25,s 1 and 2 (Spring and Summer 2000),2000,63,86,63-86
0,Windsor Yearbook of Access to Justice,Vol.  22,,,71,84,71-84
0,Savannah Law Review,Vol.  2,1 (2015),2015,1,20,1-20
0,West Virginia Law Review,Vol.  119,1 (Fall 2016),2016,345,396,345-396
0,Law and History Review,Vol.  27,1 (Spring 2009),2009,145,148,145-148
0,Law & Social Inquiry,Vol.  41,4 (Fall 2016),2016,824,832,824-832
0,Alabama Civil Rights & Civil Liberties Law Review,Vol.  6,1 (2014),2014,75,94,75-94
0,American Journal of Legal History,Vol.  58,1 (March 2018),2018,1,3,1-3
0,Connecticut Law Review Online,Vol.  49,,,1,18,1-18
0,Law and Literature ,Vol.  20,3 (Fall 2008),2008,343,402,343-402
0,Journal of Legal Education,Vol.  65,1 (August 2015),2015,255,260,255-260
0,Vanderbilt Law Review En Banc,Vol.  65,,,1,10,1-10
0,ACTEC Law Journal,Vol.  43,2 (Winter 2018),2018,305,310,305-310
0,Alabama Law Review,Vol.  58,5 (2007),2007,945,952,945-952
0,Harvard Blackletter Law Journal,Vol.  22,,,145,148,145-148
0,Boston College Environmental Affairs Law Review,Vol.  28,4 (2001),2001,535,536,535-536
0,American Journal of Legal History,Vol.  56,1 (March 2016),2016,1,5,1-5
0,Cumberland Law Review,Vol.  46,2 (2015-2016),2015,289,310,289-310
0,Cumberland Law Review,Vol.  47,1 (2016-2017),2016,19,24,19-24
0,Connecticut Law Review CONNtemplations,Vol.  43,,,1,9,1-9
0,Florida State University Law Review,Vol.  43,3 (Spring 2016),2016,831,900,831-900
0,Howard Law Journal,Vol.  61,1 (Fall 2017),2017,1,34,1-34
0,Freedom Center Journal,Vol.  1,1 (2008),2008,1,21,1-21
0,Indiana Law Journal Supplement,Vol.  91,,,55,86,55-86
0,Journal of Civil Rights and Economic Development,Vol.  27,1 (Fall 2013),2013,15,46,15-46
0,Law and History Review,Vol.  33,4 (November 2015),2015,1022,1023,1022-1023
0,Washington and Lee Journal of Civil Rights and Social Justice,Vol.  22,2 (Summer 2016),2016,273,296,273-296
0,Michigan Law Review,Vol.  115,6 (April 2017),2017,895,914,895-914
0,North Carolina Law Review,Vol.  94,5 (June 2016),2016,1409,1412,1409-1412
0,Texas Law Review See Also,Vol.  90,,,55,62,55-62
0,Duke Law Journal,Vol.  55,2 (November 2005),2005,263,332,263-332
0,Yale Law Journal ,Vol.  119,6 (April 2010),2010,1236,1279,1236-1279
0,Columbia Journal of Gender and Law,Vol.  15,1 (2006),2006,139,184,139-184
0,Journal of Criminal Law and Criminology,Vol.  96,4 (Summer 2006),2006,1293,1352,1293-1352
0,California Law Review,Vol.  97,2 (April 2009),2009,601,632,601-632
0,Journal of Criminal Law and Criminology,Vol.  98,4 (Summer 2008),2008,1353,1406,1353-1406
0,Alabama Law Review,Vol.  62,3 (2011),2011,571,622,571-622
0,Florida Law Review ,Vol.  61,4 (September 2009),2009,727,750,727-750
0,Federal Sentencing Reporter,Vol.  23,1 (October 2010),2010,75,78,75-78
0,Boston University Law Review,Vol.  95,5 (October 2015),2015,1555,1618,1555-1618
0,Arizona State Law Journal,Vol.  42,4 (Winter 2010/2011),2010,1151,1172,1151-1172
0,Constitutional Commentary,Vol.  25,3 (Summer 2009),2009,431,460,431-460
0,UCLA Law Review,Vol.  64,5 (August 2017),2017,1182,1245,1182-1245
0,Arizona Law Review,Vol.  56,4 (2014),2014,1017,1064,1017-1064
0,Virginia Law Review,Vol.  101,4 (June 2015),2015,1029,1054,1029-1054
0,University of Toronto Law Journal ,Vol.  61,4 (Fall 2011),2011,657,690,657-690
0,University of Toronto Law Journal,Vol.  68,1 (Winter 2018),2018,140,165,140-165
0,New Criminal Law Review,Vol.  14,3 (Summer 2011),2011,468,485,468-485
0,Harvard Civil Rights-Civil Liberties Law Review,Vol.  53,2 (Fall 2018),2018,563,618,563-618
0,Journal of Criminal Law and Criminology,Vol.  108,2 (Spring 2018),2018,305,334,305-334
0,Brooklyn Law Review,Vol.  71,2 (Winter 2005),2005,639,714,639-714
0,Minnesota Journal of International Law,Vol.  18,1 (Winter 2009),2009,99,154,99-154
0,Columbia Journal of Law and Social Problems,Vol.  32,2 (Winter 1999),1999,131,156,131-156
0,Indiana Law Journal,Vol.  87,4 (Fall 2012),2012,1407,1454,1407-1454
0,Pepperdine Law Review,Vol.  40,(2013),2013,1373,1414,1373-1414
0,Washington University Global Studies Law Review,Vol.  9,1 (2010),2010,1,38,1-38
0,Wisconsin International Law Journal,Vol.  25,2 (2007),2007,325,334,325-334
0,Northwestern Journal of Law and Social Policy,Vol.  5,1 (Spring 2010),2010,19,40,19-40
0,Virginia Tax Review,Vol.  26,1 (Summer 2006),2006,81,124,81-124
0,U.B.C. Law Review ,Vol.  42,2 (2010),2010,239,274,239-274
0,Washington University Journal of Law & Policy,Vol.  44,,,39,60,39-60
0,Brigham Young University Law Review,Vol.  2016,6 (2016),2016,1603,1648,1603-1648
0,ILSA Journal of International & Comparative Law,Vol.  14,2 (Spring 2008),2008,303,316,303-316
0,Saint Louis University Law Journal,Vol.  55,1 (Fall 2010),2010,331,[xii],331-[xii]
0,Michigan Journal of International Law,Vol.  38,2 (Winter 2017),2017,193,244,193-244
0,New York University Journal of Law & Business,Vol.  11,1 (2014),2014,159,190,159-190
0,International Tax Journal ,Vol.  35,4 (July-August 2009),2009,35,64,35-64
0,Saint Louis University Law Journal,Vol.  62,1 (Fall 2017),2017,51,72,51-72
0,Journal of Taxation of Global Transactions ,Vol.  3,3 (Fall 2003),2003,45,[viii],45-[viii]
0,Wisconsin Law Review Online,Vol.  2013,,,7,14,7-14
0,Florida Tax Review,Vol.  22,1 (2018),2018,1,39,1-39
0,International Tax Review,Vol.  28,7 (September 2017),2017,29,29,29-29
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2009,,,[43],[44],[43]-[44]
0,Willamette Journal of International Law and Dispute Resolution,Vol.  17,2 (2009),2009,172,185,172-185
0,American Journal of Law & Medicine,Vol.  36,1 (2010),2010,7,77,7-77
0,University of Pennsylvania Law Review,Vol.  159,6 (June 2011),2011,1873,1954,1873-1954
0,American Journal of Law & Medicine,Vol.  39,1 (2013),2013,62,133,62-133
0,Iowa Law Review Bulletin,Vol.  98,,,113,130,113-130
0,North Carolina Law Review,Vol.  92,5 (June 2014),2014,1481,1538,1481-1538
0,Saint Louis University Law Journal,Vol.  61,3 (Spring 2017),2017,411,436,411-436
0,"Journal of Law, Medicine and Ethics",Vol.  46,2 (Summer 2018),2018,499,500,499-500
0,"Journal of Law, Medicine and Ethics",Vol.  46,4 (Winter 2018),2018,873,876,873-876
0,"Yale Journal of Health Policy, Law and Ethics",Vol.  15,1 (Winter 2015),2015,57,66,57-66
0,"Yale Journal of Health Policy, Law and Ethics",Vol.  16,2 (Summer 2016),2016,147,232,147-232
0,Northwestern University Law Review,Vol.  99,4 (2005),2005,1389,1462,1389-1462
0,Stanford Law Review,Vol.  59,2 (November 2006),2006,333,414,333-414
0,Yale Law Journal,Vol.  118,4 (January 2009),2009,600,695,600-695
0,Harvard Law Review,Vol.  125,4 (February 2012),2012,901,1017,901-1017
0,George Washington Law Review,Vol.  78,6 (September 2010),2010,1310,1328,1310-1328
0,Notre Dame Law Review,Vol.  90,5 (May 2015),2015,1739,1752,1739-1752
0,California Law Review,Vol.  103,3 (June 2015),2015,635,698,635-698
0,George Washington Law Review,Vol.  80,6 (November 2012),2012,1889,[vi],1889-[vi]
0,Notre Dame Law Review,Vol.  91,5 (May 2016),2016,1949,1996,1949-1996
0,Indiana Law Review,Vol.  45,1 (2011),2011,3,20,3-20
0,Journal of Korean Law,Vol.  16,1 (December 2016),2016,33,66,33-66
0,Georgia Law Review,Vol.  37,1 (Fall 2002),2002,123,204,123-204
0,Alabama Law Review,Vol.  58,1 (2006),2006,73,118,73-118
0,University of Kansas Law Review,Vol.  54,5 (June 2006),2006,1211,1254,1211-1254
0,Harvard Negotiation Law Review,Vol.  15,1 (Spring 2010),2010,115,194,115-194
0,Baylor Law Review,Vol.  62,1 (2010),2010,178,244,178-244
0,St. John's Law Review ,Vol.  81,1 (Winter 2007),2007,123,172,123-172
0,Ohio State Journal on Dispute Resolution ,Vol.  23,3 (2008),2008,627,686,627-686
0,Pepperdine Law Review,Vol.  39,2 (2012),2012,279,366,279-366
0,Harvard Negotiation Law Review,Vol.  9,,,1,74,1-74
0,Nevada Law Journal,Vol.  8,1 (Fall 2007),2007,37,57,37-57
0,Minnesota Law Review,Vol.  78,6 (June 1994),1994,1639,1672,1639-1672
0,Wake Forest Law Review,Vol.  45,3 (2010),2010,863,902,863-902
0,DePaul Law Review,Vol.  56,1 (Fall 2006),2006,55,106,55-106
0,Michigan State Law Review,Vol.  2014,5 (2014),2014,1411,1474,1411-1474
0,Cardozo Journal of Conflict Resolution,Vol.  10,2 (Spring 2009),2009,587,626,587-626
0,Chicago-Kent Law Review,Vol.  89,1 (2014),2014,65,114,65-114
0,Cardozo Journal of Law & Gender,Vol.  19,2 (2013),2013,437,510,437-510
0,Loyola University Chicago International Law Review,Vol.  10,1 (Fall/Winter 2012),2012,81,104,81-104
0,Ohio State Journal on Dispute Resolution,Vol.  20,2 (2005),2005,291,374,291-374
0,Arizona Law Review,Vol.  58,1 (2016),2016,213,[i],213-[i]
0,South Texas Law Review ,Vol.  49,4 (Summer 2008),2008,841,878,841-878
0,University of Arkansas at Little Rock Law Review,Vol.  34,4 (Summer 2012),2012,779,796,779-796
0,St. Thomas Law Review,Vol.  26,4 (Summer 2014),2014,522,550,522-550
0,Journal of Affordable Housing and Community Development Law,Vol.  13,3 (Spring 2004),2004,384,416,384-416
0,"Notre Dame Journal of Law, Ethics & Public Policy",Vol.  32,1 (2018),2018,1,46,1-46
0,Cardozo Journal of Conflict Resolution,Vol.  14,3 (Spring 2013),2013,877,898,877-898
0,New Jersey Lawyer,Vol.  2011,2 (April 2011),2011,16,21,16-21
0,Dispute Resolution Magazine,Vol.  9,1 (Fall 2002),2002,27,28,27-28
0,International Journal of Online Dispute Resolution,Vol.  3,2 (2016),2016,84,101,84-101
0,Buffalo Law Review,Vol.  67,1 (January 2019),2019,89,164,89-164
0,Santa Clara Law Review,Vol.  46,2 (2006),2006,307,376,307-376
0,Denver University Law Review,Vol.  84,1 (2006),2006,199,266,199-266
0,George Mason Law Review,Vol.  19,2 (Winter 2012),2012,471,512,471-512
0,Missouri Law Review,Vol.  75,1 (Winter 2010),2010,1,78,1-78
