,Title,Paper Type,List Author,Author(s),Number of Authors,Journal,Journal,Vol,Issue,Issue Year,First Page,Last Page,BBCite,BBCite Year,Cited (articles),Cited (cases),Accessed,Topics,ID
6,Managing Corporate Federalism: The Least-bad Approach to the Shareholder Bylaw Debate,article,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Delaware Journal of Corporate Law, Vol. 36, Issue 1 (2011), pp. 1-54",Delaware Journal of Corporate Law,Vol.  36,1 (2011),2011,1,54,36 Del. J. Corp. L. 1 (2011),2011,16,0,9,"Corporations, Federalism, Jurisdiction, Model Business Corporation Act, Securities, Nominations, Politics",4529
7,Is the Corporate Director's Duty of Care a Fiduciary Duty - Does It Matter,article,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Wake Forest Law Review, Vol. 48, Issue 4 (2013), pp. 1027-1054",Wake Forest Law Review,Vol.  48,4 (2013),2013,1027,1054,48 Wake Forest L. Rev. 1027 (2013),2013,10,0,94,"Duty of Care, Good Faith, Corporations",4529
8,Conceptions of Corporate Purpose in Post-Crisis Financial Firms,article,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Seattle University Law Review, Vol. 36, Issue 2 (Winter 2013), pp. 527-562",Seattle University Law Review,Vol.  36,2 (Winter 2013),2013,527,562,36 Seattle U. L. Rev. 527 (Winter 2013),2013,9,0,9,"Compensation, Equity, Banking, Risk Management",4529
9,Good Faith in Revlon - Land,article,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"New York Law School Law Review, Vol. 55, Issue 2 (2010-2011), pp. 581-592",New York Law School Law Review,Vol.  55,2 (2010-2011),2010,581,592,55 N.Y. L. Sch. L. Rev. 581 (2010-2011),2010,9,0,2,"Corporations, Criminal Law and Procedure",4529
10,"Culture, Sovereignty, and Hollywood: UNESCO and the Future of Trade in Culture Products",article,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"New York University Journal of International Law and Politics, Vol. 40, Issue 2 (Winter 2008), pp. 351-436",New York University Journal of International Law and Politics,Vol.  40,2 (Winter 2008),2008,351,436,40 N.Y.U. J. Int'l L. & Pol. 351 (2007-2008),2007,7,0,38,"Culture and Law, Sovereignty, Industry, Women, Copyright",4529
11,Shareholder Bylaws and the Delaware Corporation,article,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Transactions: The Tennessee Journal of Business Law, Vol. 11, Issue 1 (Fall 2009), pp. 67-76",Transactions: The Tennessee Journal of Business Law,Vol.  11,1 (Fall 2009),2009,67,76,11 Transactions: Tenn. J. Bus. L. 67 (2009-2010),2009,4,0,0,"Corporations, Employees, Federalism, Jurisdiction, Model Business Corporation Act, Securities, Nominations",4529
12,The Changing Face of Money,article,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Review of Banking and Financial Law, Vol. 30, Issue 1 (Fall 2010), pp. 383-406",Review of Banking and Financial Law,Vol.  30,1 (Fall 2010),2010,383,406,30 Rev. Banking & Fin. L. 383 (2010-2011),2010,1,0,11,"Law and Society, Money, Credit",4529
13,The Fiduciary Enterprise of Corporate Law,article,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Washington and Lee Law Review, Vol. 74, Issue 2 (Spring 2017), pp. 791-812",Washington and Lee Law Review,Vol.  74,2 (Spring 2017),2017,791,812,74 Wash. & Lee L. Rev. 791 (Spring 2017),2017,1,0,22,"Race and Ethnicity, Corporate Officers, Corporations, Obligations",4529
14,Center-Left Politics and Corporate Governance: What Is the Progressive Agenda,article,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Brigham Young University Law Review, Vol. 2018, Issue 2 (2018), pp. 267-334",Brigham Young University Law Review,Vol.  2018,2 (2018),2018,267,334,2018 BYU L. Rev. 267 (2018),2018,0,0,28,"Business Organizations, Politics, Common Law, Securities, Social Welfare",4529
15,Corporate Governance Theory and Review of Board Decisions,article,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"UCLA Law Review Discourse, Vol. 62, pp. 87-89",UCLA Law Review Discourse,Vol.  62,,,87,89,62 UCLA L. Rev. Discourse 87 (2014),2014,0,0,16,"Corporations, Ethics, Business Judgment Rule",4529
16,Corporate Governance Reform in Post-Crisis Financial Firms: Two Fundamental Tensions,comments,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Arizona Law Review, Vol. 60, Issue 4 (2018), pp. 959-986",Arizona Law Review,Vol.  60,4 (2018),2018,959,986,60 Ariz. L. Rev. 959 (2018),2018,0,0,39,"Banking and Finance, Business Organizations, Literature, Comparative Law, Corporations",4529
17,"Bylaws, Politics, and the Institutional Structure of Delaware Corporate Law",reviews,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Jotwell: The Journal of Things We Like (Lots), Vol. 2017, pp. [151]-[153]",Jotwell: The Journal of Things We Like (Lots),Vol.  2017,,,[151],[153],2017 Jotwell: J. Things We Like [151] (2017),2017,0,0,0,"Politics, Jurisdiction, Contracts",4529
18,"Distributed Ledgers, Traceable Shares, and the Division of Power in Corporate Law",reviews,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Jotwell: The Journal of Things We Like (Lots), Vol. 2018, pp. 1-2",Jotwell: The Journal of Things We Like (Lots),Vol.  2018,,,1,2,2018 Jotwell: J. Things We Like 1 (2018),2018,0,0,10,"Science and Technology, General, Consent",4529
19,Agency and the Ontology of the Corporation,notes,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Washington and Lee Law Review, Vol. 69, Issue 1 (Winter 2012), pp. 355-364",Washington and Lee Law Review,Vol.  69,1 (Winter 2012),2012,355,364,69 Wash. & Lee L. Rev. 355 (2012),2012,0,0,2,"Agency, Malpractice, Appeals, Liability",4529
20,Asset Partitioning and Financial Innovation,reviews,Christopher M. Bruner,"Bruner, Christopher M. (Cited 270 times)",1,"Jotwell: The Journal of Things We Like (Lots), Vol. 2019, pp. 1-1",Jotwell: The Journal of Things We Like (Lots),Vol.  2019,,,1,1,2019 Jotwell: J. Things We Like 1 (2019),2019,0,0,0,"Causation, Partnerships, General",4529
0,The Impact of Human Gene Patents on Innovation and Access: A Survey of Human Gene Patent Litigation,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"UMKC Law Review , Vol. 76, Issue 2 (Winter 2007), pp. 295-362",UMKC Law Review ,Vol.  76,2 (Winter 2007),2007,295,362,76 UMKC L. Rev. 295 (2007-2008),2007,62,0,53,"Health Law, Research, Intellectual Property Law, Science and Technology",8826
1,Do Reverse Payment Settlements Violate the Antitrust Laws,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"Santa Clara Computer & High Technology Law Journal, Vol. 23, Issue 3 (2006-2007), pp. 489-588",Santa Clara Computer & High Technology Law Journal,Vol.  23,3 (2006-2007),2006,489,588,23 Santa Clara Computer & High Tech. L.J. 489 (2006-2007),2006,39,0,23,"Antitrust, Food and Drug Law, Settlements, Trade Regulation, Industry",8826
2,Is Lilly Written Description a Paper Tiger: A Comprehensive Assessment of the Impact of Eli Lilly and Its Progeny in the Courts and PTO,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"Albany Law Journal of Science & Technology , Vol. 17, Issue 1 (2007), pp. 1-86",Albany Law Journal of Science & Technology ,Vol.  17,1 (2007),2007,1,86,17 Alb. L.J. Sci. & Tech. 1 (2007),2007,29,0,29,"Courts, Intellectual Property Law, Inventions",8826
3,"Recent Developments Affecting he Enforcement, Procurement, and Licensing of Research Tool Patents",article,Christopher M. Holman,"Sarnoff, Joshua D. (Cited 387 times); Holman, Christopher M. (Cited 277 times)",2,"Berkeley Technology Law Journal, Vol. 23, Issue 4 (Fall 2008), pp. 1299-1366",Berkeley Technology Law Journal,Vol.  23,4 (Fall 2008),2008,1299,1366,23 Berkeley Tech. L.J. 1299 (2008),2008,21,0,4,"Licensing, Procurement, Research, Intellectual Property Law, Science and Technology",8826
4,Learning from Litigation: What Can Lawsuits Teach Us about the Role of Human Gene Patents in Research and Innovation,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"Kansas Journal of Law & Public Policy , Vol. 18, Issue 2 (Winter 2009), pp. 215-272",Kansas Journal of Law & Public Policy ,Vol.  18,2 (Winter 2009),2009,215,272,18 Kan. J.L. & Pub. Pol'y 215 (2008-2009),2008,19,0,5,"Research, Health Law, Intellectual Property Law, Science and Technology",8826
5,Unpredictability in Patent Law and its Effect on Pharmaceutical Innovation,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"Missouri Law Review, Vol. 76, Issue 3 (Summer 2011), pp. 645-694",Missouri Law Review,Vol.  76,3 (Summer 2011),2011,645,694,76 Mo. L. Rev. 645 (2011),2011,19,0,25,"Food and Drug Law, Prescription, Settlements, Drugs, Intellectual Property Law",8826
6,Copyright for Engineered DNA: An Idea Whose Time Has Come,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"West Virginia Law Review, Vol. 113, Issue 3 (Spring 2011), pp. 699-738",West Virginia Law Review,Vol.  113,3 (Spring 2011),2011,699,738,113 W. Va. L. Rev. 699 (2010-2011),2010,16,0,9,"Copyright, Intellectual Property Law, Medical Jurisprudence, Science and Technology, Biotechnology",8826
7,"Mayo, Myriad, and the Future of Innovation in Molecular Diagnostics and Personalized Medicine",article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"North Carolina Journal of Law & Technology, Vol. 15, Issue 4 (June 2014), pp. 639-blank",North Carolina Journal of Law & Technology,Vol.  15,4 (June 2014),2014,639,blank,15 N.C. J.L. & Tech. 639 (2013-2014),2013,13,1,1,"Rule of Law, Intellectual Property Law, Medical Jurisprudence, Genetics",8826
8,Patent Eligibility Post-Myriad: A Reinvigorated Judicial Wildcard of Uncertain Effect,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"George Washington Law Review, Vol. 82, Issue 6 (November 2014), pp. 1796-1831",George Washington Law Review,Vol.  82,6 (November 2014),2014,1796,1831,82 Geo. Wash. L. Rev. 1796 (2013-2014),2013,10,0,14,"Intellectual Property Law, Jurisprudence, Medical Jurisprudence, Software",8826
9,Misplaced Fears in the Legislative Battle over Affordable Biotech Drugs,article,Christopher M. Holman,"Adelman, David E. (Cited 392 times); Holman, Christopher M. (Cited 277 times)",2,"IDEA: The Intellectual Property Law Review, Vol. 50, Issue 4 (2010), pp. 565-592",IDEA: The Intellectual Property Law Review,Vol.  50,4 (2010),2010,565,592,50 IDEA 565 (2009-2010),2009,9,0,3,"Drugs, Food and Drug Law, Legislation, Economics, States",8826
10,Protein Similarity Score: A Simplified Version of the Blast Score as a Superior Alternative to Percent Identity for Claiming Genuses of Related Protein Sequences,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"Santa Clara Computer & High Technology Law Journal, Vol. 21, Issue 1 (2004), pp. 55-100",Santa Clara Computer & High Technology Law Journal,Vol.  21,1 (2004),2004,55,100,21 Santa Clara Computer & High Tech. L.J. 55 (2004-2005),2004,8,0,4,"Intellectual Property Law, Science and Technology, Biotechnology",8826
11,Will Gene Patents Derail the Next Generation of Genetic Technologies: A Reassessment of the Evidence Suggests Not,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"UMKC Law Review, Vol. 80, Issue 3 (Spring 2012), pp. 563-606",UMKC Law Review,Vol.  80,3 (Spring 2012),2012,563,606,80 UMKC L. Rev. 563 (2011-2012),2011,6,0,8,"Evidence, Medical Jurisprudence, Licensing, Genetic Information, Genetic Testing",8826
12,Maintaining Incentives for Healthcare Innovation: A Response to the FTC's Report on Follow-On Biologics,comments,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"Minnesota Journal of Law, Science and Technology, Vol. 11, Issue 2 (Spring 2010), pp. 755-800","Minnesota Journal of Law, Science and Technology",Vol.  11,2 (Spring 2010),2010,755,800,11 Minn. J.L. Sci. & Tech. 755 (2010),2010,5,0,4,"Food and Drug Law, Intellectual Property Law, Economics, Drugs, Legislation",8826
13,"The Critical Role of Patents in the Development, Commercialization and Utilization of Innovative Genetic Diagnostic Test and Personalized Medicine",article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"Boston University Journal of Science and Technology Law, Vol. 21, Issue 2 (Summer 2015), pp. 297-316",Boston University Journal of Science and Technology Law,Vol.  21,2 (Summer 2015),2015,297,316,21 B.U. J. Sci. & Tech. L. 297 (2015),2015,3,0,22,"Genetics, Intellectual Property Law, Medical Jurisprudence, Research, Scientific Research",8826
14,Will Gene Patents Impede While Genome Sequencing: Deconstructing the Myth that 20 of the Human Genome is Patented,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"IP Theory, Vol. 2, Issue 1 (2011), pp. 1-16",IP Theory,Vol.  2,1 (2011),2011,1,16,2 IP Theory 1 (2011-2012),2011,3,0,7,"Research, Genetic Testing, Intellectual Property Law, Science and Technology",8826
15,Charting the Contours of a Copyright Regime Optimized for Engineered Genetic Code,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"Oklahoma Law Review, Vol. 69, Issue 3 (Spring 2017), pp. 399-456",Oklahoma Law Review,Vol.  69,3 (Spring 2017),2017,399,456,69 Okla. L. Rev. 399 (2016-2017),2016,3,0,11,"Copyright, Intellectual Property Law, Medical Jurisprudence, Science and Technology, Biotechnology",8826
16,Developments in Synthetic Biology Are Altering the IP Imperatives of Biotechnology,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"Vanderbilt Journal of Entertainment and Technology Law, Vol. 17, Issue 2 (Winter 2015), pp. 385-462",Vanderbilt Journal of Entertainment and Technology Law,Vol.  17,2 (Winter 2015),2015,385,462,17 Vand. J. Ent. & Tech. L. 385 (2014-2015),2014,2,0,10,"Biotechnology, Medical Jurisprudence, Environment, Intellectual Property, Intellectual Property Law, Property",8826
17,The Mayo Framework Is Bad for Your Health,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"George Mason Law Review, Vol. 23, Issue 4 (Summer 2016), pp. 901-940",George Mason Law Review,Vol.  23,4 (Summer 2016),2016,901,940,23 Geo. Mason L. Rev. 901 (Summer 2016),2016,2,0,11,"Health, Medical Jurisprudence, Biotechnology",8826
18,In Defense of Secondary Pharmaceutical Patents: A Response to the UN's Guidelines for Pharmaceutical Patent Examination,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"Indiana Law Review, Vol. 50, Issue 3 (2017), pp. 759-812",Indiana Law Review,Vol.  50,3 (2017),2017,759,812,50 Ind. L. Rev. 759 (2016-2017),2016,2,0,31,"Food and Drug Law, Intellectual Property Law, Property, States, Software",8826
19,Bowman v. Monsanto Co.: A Bellweather for the Emerging Issue of Patentable Self-Replicating Technologies and Inadvertent Infringement,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"Missouri Law Review, Vol. 80, Issue 3 (Summer 2015), pp. 665-722",Missouri Law Review,Vol.  80,3 (Summer 2015),2015,665,722,80 Mo. L. Rev. 665 (2015),2015,2,0,13,"Intellectual Property Law, Antitrust, Agriculture Law, Science and Technology",8826
20,The Renewable Fuel Standard Reimagined: Clearing a Path for Truly Advanced Biofuels,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"UMKC Law Review, Vol. 86, Issue 4 (Spring 2018), pp. 805-854",UMKC Law Review,Vol.  86,4 (Spring 2018),2018,805,854,86 UMKC L. Rev. 805 (2017-2018),2017,1,0,24,"Oil, Gas, and Mineral Law, Environment, Ethanol",8826
21,The Role of Patent Eligibility in Policing Claim Scope,comments,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"IP Theory, Vol. 1, Issue 2 (2010), pp. 56-70",IP Theory,Vol.  1,2 (2010),2010,56,70,1 IP Theory 56 (2010),2010,0,0,1,"Strikes, Intellectual Property Law, Medical Jurisprudence",8826
22,Biotechnology's Prescription for Patent Reform,article,Christopher M. Holman,"Holman, Christopher M. (Cited 277 times)",1,"John Marshall Review of Intellectual Property Law , Vol. 5, Issue 3 (Spring 2006), pp. [i]-347",John Marshall Review of Intellectual Property Law ,Vol.  5,3 (Spring 2006),2006,[i],347,5 J. Marshall Rev. Intell. Prop. L. [i] (2005-2006),2005,0,0,0,"Biotechnology, Prescription, Legislation, Intellectual Property Law",8826
0,The Transformation of South African Private Law after Ten Years of Democracy: The Role of Torts (Delict) in the Consolidation of Democracy,article,Christopher Roederer,"Roederer, Christopher (Cited 14 times)",1,"Columbia Human Rights Law Review, Vol. 37, Issue 2 (Winter 2006), pp. 447-522",Columbia Human Rights Law Review,Vol.  37,2 (Winter 2006),2006,447,522,37 Colum. Hum. Rts. L. Rev. 447 (2005-2006),2005,8,0,30,"Democracy, Torts, Comparative Law, Human Rights, Politics, Anthropology, History",7757
1,"Remnants of Apartheid Common Law Justice: The Primacy of the Spirit, Purport and Objects of the Bills of Rights for Developing the Common Law and Bringing Horizontal Rights to Fruition",article,Christopher Roederer,"Roederer, Christopher (Cited 14 times)",1,"South African Journal on Human Rights, Vol. 29, Issue 2 (2013), pp. 219-250",South African Journal on Human Rights,Vol.  29,2 (2013),2013,219,250,29 S. Afr. J. on Hum. Rts. 219 (2013),2013,4,0,11,"Bills, Civil Rights, Common Law, Constitutions, Administration of Justice, Constitutional Courts, Constitutional Law",7757
2,Negotiating the Jurisprudential Terrain: A Model Theoretic Approach to Legal Theory,article,Christopher Roederer,"Roederer, Christopher (Cited 14 times)",1,"Seattle University Law Review, Vol. 27, Issue 2 (Fall 2003), pp. 385-452",Seattle University Law Review,Vol.  27,2 (Fall 2003),2003,385,452,27 Seattle U. L. Rev. 385 (2003-2004),2003,2,0,6,"Public Officials, Jurisprudence, Philosophy, Politics",7757
3,Communists and Their Victims: The Quest for Justice in the Czech Republic,reviews,Christopher Roederer,"Roederer, Christopher (Cited 14 times)",1,"Human Rights Quarterly, Vol. 41, Issue 1 (February 2019), pp. 217-230",Human Rights Quarterly,Vol.  41,1 (February 2019),2019,217,230,,,0,0,0,,7757
0,The Meaning of Value: Assessing Just Compensation for Regulatory Takings,article,Christopher Serkin,"Serkin, Christopher (Cited 508 times)",1,"Northwestern University Law Review, Vol. 99, Issue 2 (2005), pp. 677-742",Northwestern University Law Review,Vol.  99,2 (2005),2005,677,742,99 Nw. U. L. Rev. 677 (2004-2005),2004,83,0,31,"Compensation, Just Compensation, Takings, Fair Market Value, Interest, Eminent Domain",1098
